drug,agegroup,prescriptions,pubs,l1,l2,l3,l4,is_first,cui
Sodium,0-2,53,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142805
Sodium,0-2,88,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0718066
Sodium,0-2,88,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0718066
Sodium,0-2,88,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0718066
Sodium,0-2,88,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0718066
Sodium,0-2,88,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0718066
Sodium,0-2,88,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0718066
Sodium,0-2,88,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0718066
Sodium,0-2,88,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0718066
Sodium,0-2,88,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0718066
Sodium,0-2,88,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0718066
Sodium,0-2,88,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0718066
Sodium,0-2,88,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0718066
Sodium,0-2,88,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0718066
Sodium,0-2,88,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0718066
Sodium,0-2,88,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0718066
Sodium,0-2,88,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0718066
Sodium,0-2,88,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0718066
Sodium,0-2,88,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0718066
Sodium,0-2,88,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0718066
Sodium,0-2,88,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0718066
Sodium,0-2,88,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0718066
Sodium,0-2,88,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0718066
Sodium,0-2,94,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0074757
Sodium,0-2,94,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0074757
Sodium,0-2,94,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0074757
Sodium,0-2,94,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0074757
Sodium,0-2,94,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074757
Sodium,0-2,94,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074757
Sodium,0-2,94,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0074757
Sodium,0-2,94,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074757
Sodium,0-2,94,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0074757
Sodium,0-2,94,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0074757
Sodium,0-2,94,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0074757
Sodium,0-2,94,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0074757
Sodium,0-2,94,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0074757
Sodium,0-2,94,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0074757
Sodium,0-2,94,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0074757
Sodium,0-2,94,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0074757
Sodium,0-2,94,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074757
Sodium,0-2,94,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0074757
Sodium,0-2,94,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0074757
Sodium,0-2,94,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0074757
Sodium,0-2,94,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0074757
Sodium,0-2,94,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074757
Sodium,0-2,8736,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0074722
Sodium,0-2,8736,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0074722
Sodium,0-2,8736,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0074722
Sodium,0-2,8736,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074722
Sodium,0-2,8736,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0074722
Sodium,0-2,8736,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074722
Sodium,0-2,8736,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0074722
Sodium,0-2,8736,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074722
Sodium,0-2,8736,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0074722
Sodium,0-2,8736,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0074722
Sodium,0-2,8736,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0074722
Sodium,0-2,8736,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0074722
Sodium,0-2,8736,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0074722
Sodium,0-2,8736,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0074722
Sodium,0-2,8736,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0074722
Sodium,0-2,8736,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074722
Sodium,0-2,8736,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0074722
Sodium,0-2,8736,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0074722
Sodium,0-2,8736,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0074722
Sodium,0-2,8736,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0074722
Sodium,0-2,8736,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0074722
Sodium,0-2,8736,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0074722
Sodium,0-2,63244,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0037494
Sodium,0-2,63244,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037494
Sodium,0-2,63244,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0037494
Sodium,0-2,63244,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0037494
Sodium,0-2,63244,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0037494
Sodium,0-2,63244,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037494
Sodium,0-2,63244,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0037494
Sodium,0-2,63244,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037494
Sodium,0-2,63244,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0037494
Sodium,0-2,63244,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0037494
Sodium,0-2,63244,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0037494
Sodium,0-2,63244,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037494
Sodium,0-2,63244,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0037494
Sodium,0-2,63244,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0037494
Sodium,0-2,63244,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0037494
Sodium,0-2,63244,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037494
Sodium,0-2,63244,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037494
Sodium,0-2,63244,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0037494
Sodium,0-2,63244,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0037494
Sodium,0-2,63244,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037494
Sodium,0-2,63244,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037494
Sodium,0-2,63244,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0037494
Sodium,0-2,108161,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0037508
Sodium,0-2,108161,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0037508
Sodium,0-2,108161,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037508
Sodium,0-2,108161,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0037508
Sodium,0-2,108161,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0037508
Sodium,0-2,108161,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037508
Sodium,0-2,108161,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0037508
Sodium,0-2,108161,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037508
Sodium,0-2,108161,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0037508
Sodium,0-2,108161,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0037508
Sodium,0-2,108161,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0037508
Sodium,0-2,108161,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037508
Sodium,0-2,108161,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0037508
Sodium,0-2,108161,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0037508
Sodium,0-2,108161,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0037508
Sodium,0-2,108161,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037508
Sodium,0-2,108161,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037508
Sodium,0-2,108161,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0037508
Sodium,0-2,108161,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0037508
Sodium,0-2,108161,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037508
Sodium,0-2,108161,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037508
Sodium,0-2,108161,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0037508
Sodium,11-17,0,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",1,C0142928
Sodium,11-17,0,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0142805
Sodium,11-17,0,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0037517
