Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
losartanhydrochlorothiazide,losartanhydrochlorothiazide,losartanhydrochlorothiazide,C0008273,chlorothiazide,IN
lowmolecular weight heparin,lowmolecular weight heparin,lowmolecular weight heparin,C0019134,heparin,IN
lupins ranibizumab,lupins ranibizumab,lupins ranibizumab,C1566537,ranibizumab,IN
lutenyl,lutenyl,lutenyl,,,
lymecycline unknown,lymecycline unknown,lymecycline unknown,C0024200,lymecycline,IN
macladin tm,macladin tm,macladin tm,,,
magnate magaldratemagnesium carbonatesodium alginate,magnate magaldratemagnesium carbonatesodium alginate,magnate magaldratemagnesium carbonatesodium alginate,C0102137,alginate,IN
magne b6,magne b6,magne b6,,,
magnesium sulfat,magnesium sulfat,sulfat,C0024480,magnesium sulfate,IN
magnesium sulfate 406 meqml,magnesium sulfate 406 meqml,406 meqml,C0987489,magnesium sulfate 4 MEQ/ML,SCDC
magnesium sulfate unspecifiedpolyethylene glycol 3350potassium chloridepotassium sulfatesodium bicarbonatesodium chloridesodium sulfate,magnesium sulfate unspecifiedpolyethylene glycol 3350potassium chloridepotassium sulfatesodium bicarbonatesodium chloridesodium sulfate,unspecifiedpolyethylene glycol 3350potassium chloridepotassium sulfatesodium bicarbonatesodium chloridesodium,C0024480,magnesium sulfate,IN
magnesium sulphate magnesium sulfate,magnesium sulphate magnesium sulfate,,C0024467,magnesium,IN
magnesium valproate extentab,magnesium valproate extentab,valproate extentab,C0524735,magnesium valproate,PIN
malonetta,malonetta,malonetta,C3474139,Alo,BN
manganese,manganese,manganese,C0024706,manganese,IN
mannitol manufacturer unknown mannitol mannitol,mannitol manufacturer unknown mannitol mannitol,mannitol manufacturer unknown mannitol mannitol,C0024730,mannitol,IN
mannitol manufacturer unknown,mannitol manufacturer unknown,mannitol manufacturer unknown,C0024730,mannitol,IN
mannitol 20 manufacturer unknown,mannitol 20 manufacturer unknown,mannitol 20 manufacturer unknown,C0024730,mannitol,IN
mannitol 20 baxter,mannitol 20 baxter,mannitol 20 baxter,C0024730,mannitol,IN
maobushisaishinto,maobushisaishinto,maobushisaishinto,,,
maprotiline unknown,maprotiline unknown,maprotiline unknown,C0024778,maprotiline,IN
maraviroc maraviroc filmcoated tablet,maraviroc maraviroc filmcoated,maraviroc maraviroc filmcoated,C1667052,maraviroc,IN
marinol,marinol,marinol,C0728767,Marinol,BN
marshmallow,marshmallow,marshmallow,,,
marvelon,marvelon,marvelon,,,
marzulenes,marzulenes,marzulenes,,,
mastisol liquid adhesive,mastisol liquid adhesive,mastisol liquid adhesive,C1697794,Liquid,DF
matulane procarbazine hydrochloride capsule 50mg,matulane procarbazine hydrochloride 50mg,matulane procarbazine 50mg,C0006686,calcium chloride,IN
matulane capsules,matulane,matulane,C0701390,Matulane,BN
maveral,maveral,maveral,,,
maxaltmlt,maxaltmlt,maxaltmlt,C0721599,Maxalt,BN
maxolon,maxolon,maxolon,C0699913,Maxolon,BN
mcp retard 30mg,mcp retard 30mg,mcp retard 30mg,,,
mcp tropfen,mcp tropfen,mcp tropfen,,,
mdma,mdma,mdma,,,
measles vaccine wmumps vaccinerub09408601,measles vaccine wmumps vaccinerub09408601,measles vaccine wmumps vaccinerub09408601,,,
measles vaccinemumps vaccinerubella vaccinevaricella zoster vaccine,measles vaccinemumps vaccinerubella vaccinevaricella zoster vaccine,measles vaccinemumps vaccinerubella vaccinevaricella zoster vaccine,,,
measles virus vaccine live attenuated,measles virus vaccine live attenuated,measles virus vaccine live attenuated,C5673963,"measles virus vaccine live, attenuated Schwarz strain",IN
measles rubella virus vaccine live nos,measles rubella virus vaccine live nos,measles rubella virus vaccine live nos,C0035924,rubella virus,IN
mebendazol,mebendazol,mebendazol,C0025023,mebendazole,IN
mecapegfilgrastim,mecapegfilgrastim,mecapegfilgrastim,C0210630,filgrastim,IN
meclizine monohydrochloride,meclizine monohydrochloride,meclizine monohydrochloride,C0282227,meclizine hydrochloride,PIN
medical devices,medical devices,medical devices,,,
medical tape,medical tape,medical tape,,,
medikinet 00083801,medikinet 00083801,medikinet 00083801,,,
medikinet 00083802,medikinet 00083802,medikinet 00083802,,,
medikinet mr,medikinet mr,medikinet mr,,,
medikinet nos,medikinet nos,medikinet nos,,,
medikinet retard,medikinet retard,medikinet retard,,,
medikinet methylphenidate hydrochloride,medikinet methylphenidate hydrochloride,medikinet methylphenidate,C0700545,methylphenidate hydrochloride,PIN
medikinetmethylphenidate hydrochloride,medikinetmethylphenidate hydrochloride,medikinetmethylphenidate,C0006686,calcium chloride,IN
meditonsin,meditonsin,meditonsin,,,
medroxyprogesterone acetate injectable suspension,medroxyprogesterone acetate injectable,medroxyprogesterone injectable,C5782318,medroxyprogesterone acetate Injectable Suspension,SCDFP
medroxyprogesterone caproate inj,medroxyprogesterone caproate,medroxyprogesterone caproate,C0025147,medroxyprogesterone,IN
medtronic insulin pump,medtronic insulin pump,medtronic insulin pump,,,
mefenacid,mefenacid,mefenacid,,,
mefenamicacid,mefenamicacid,mefenamicacid,C0025152,mefenamic acid,PIN
mefloquine hydrochloride,mefloquine hydrochloride,mefloquine,C0282398,mefloquine hydrochloride,PIN
mefloquine 250mg,mefloquine 250mg,mefloquine 250mg,C2609947,mefloquine hydrochloride 250 MG,SCDC
megafol,megafol,megafol,,,
meloxicam 15 mg cipla usainc,meloxicam 15 mg cipla usainc,meloxicam 15 mg cipla usainc,C1617715,potassium bromide 15 MG,SCDC
melperone,melperone,melperone,C0066477,melperone,SY
melperone hydrochloride,melperone hydrochloride,melperone,C0951872,metylperon hydrochloride,PIN
meningococcal group b,meningococcal group b,meningococcal group b,C3859491,meningococcal group B vaccine,IN
meningococcal group b placebo,meningococcal group b placebo,meningococcal group b placebo,C1696465,placebo,IN
meningococcal group b rlp2086,meningococcal group b rlp2086,meningococcal group b rlp2086,,,
meningococcal polysaccharide vaccine a,meningococcal polysaccharide vaccine a,meningococcal polysaccharide vaccine a,C0982275,meningococcal polysaccharide vaccine group W-135,IN
meningococcal vaccine,meningococcal vaccine,meningococcal vaccine,C3859491,meningococcal group B vaccine,IN
menquadfi,menquadfi,menquadfi,C5244445,Menquadfi,BN
menveo,menveo,menveo,C2741594,Menveo,BN
mepacrine 00221302,mepacrine 00221302,mepacrine 00221302,C0034403,mepacrine,SY
mepact mifamurtide mifamurtide,mepact mifamurtide mifamurtide,mepact mifamurtide mifamurtide,,,
mephenoxalone,mephenoxalone,mephenoxalone,C3474139,Alo,BN
mephentermine,mephentermine,mephentermine,C0025380,mephentermine,IN
mephobarbital,mephobarbital,mephobarbital,C0025382,mephobarbital,IN
mepivacaine unknown,mepivacaine unknown,mepivacaine unknown,C0025384,mepivacaine,IN
meprednisona,meprednisona,meprednisona,C0065967,meprednisone,IN
mercalm,mercalm,mercalm,,,
mercaptapurine,mercaptapurine,mercaptapurine,C0000618,mercaptopurine,IN
mercaptopurina 405a,mercaptopurina 405a,mercaptopurina 405a,,,
mercaptopurine 0 mg,mercaptopurine 0 mg,mercaptopurine 0 mg,C1128385,mercaptopurine 10 MG,SCDC
mercilon,mercilon,mercilon,,,
meropen 01250501,meropen 01250501,meropen 01250501,,,
meropen 01250502,meropen 01250502,meropen 01250502,,,
meropenem hikma,meropenem hikma,meropenem hikma,C0066005,meropenem,IN
meropenem panpharma,meropenem panpharma,meropenem panpharma,C0066005,meropenem,IN
meropenemvaborbactam,meropenemvaborbactam,meropenemvaborbactam,C4482910,meropenem / vaborbactam,MIN
merosan,merosan,merosan,,,
merzee,merzee,merzee,C5575087,Merzee 28 Day Pack,SY
mesalamine rectal,mesalamine rectal,mesalamine rectal,C1256556,mesalamine Rectal Foam,SCDF
mesalazin,mesalazin,mesalazin,C0127615,mesalazine,SY
mesalazine bp,mesalazine bp,mesalazine bp,C0127615,mesalazine,SY
mesalazine mylan,mesalazine mylan,mesalazine mylan,C0127615,mesalazine,SY
mesna eg 100 mgml solution injectable pour perfusion,mesna eg 100 mgml injectable pour perfusion,mesna eg 100 mgml injectable pour perfusion,C4051486,magnesium sulfate 100 MG,SCDC
mesna sodium 2 mercaptoethane sulfonate,mesna sodium 2 mercaptoethane sulfonate,mesna 2 mercaptoethane sulfonate,C0000294,mesna,IN
mesterolone,mesterolone,mesterolone,C0025503,mesterolone,IN
mesuximide,mesuximide,mesuximide,C0109002,mesuximide,SY
metadate er,metadate,metadate,C1563860,Metadate,BN
metamizol 06276704,metamizol 06276704,metamizol 06276704,,,
metamizol tropfen 500mgml,metamizol tropfen 500mgml,metamizol tropfen 500mgml,,,
metamizole sodiumpitofenone hydrochloride,metamizole sodiumpitofenone hydrochloride,metamizole sodiumpitofenone,C0006686,calcium chloride,IN
metamucil 00029101,metamucil 00029101,metamucil 00029101,C0025559,Metamucil,BN
metex methotrexate sodium,metex methotrexate sodium,metex methotrexate,C0949359,methotrexate sodium,PIN
metformin metformin,metformin metformin,metformin metformin,C3535926,alogliptin / metFORMIN,TMSY
metformin 1000mg fta,metformin 1000mg fta,metformin 1000mg fta,C0025598,metformin,IN
metformin 500mg,metformin 500mg,metformin 500mg,C0987665,metFORMIN 500 MG,TMSY
metformin er,metformin,metformin,C0025598,metformin,IN
metformin hyddrochloride metformin hydrochloride metformin hydrochloride,metformin hyddrochloride metformin hydrochloride metformin hydrochloride,metformin hyddrochloride metformin metformin,C0770893,metformin hydrochloride,PIN
metformin hydrochloride er,metformin hydrochloride,metformin,C0770893,metformin hydrochloride,PIN
metformin hydrochloride tablets 500mg,metformin hydrochloride 500mg,metformin 500mg,C2719777,metFORMIN hydrochloride 500 MG,TMSY
metformin hydrochloridesitagliptin phosphate,metformin hydrochloridesitagliptin phosphate,metformin hydrochloridesitagliptin,C0006686,calcium chloride,IN
metformina,metformina,metformina,C0025598,metformin,IN
metforminsitagliptin,metforminsitagliptin,metforminsitagliptin,C1952576,metFORMIN / SITagliptin,TMSY
methamphetamine hydrochloride,methamphetamine hydrochloride,methamphetamine,C0282233,methamphetamine hydrochloride,PIN
methamphetamine saccharate,methamphetamine saccharate,methamphetamine saccharate,C1601983,amphetamine saccharate,PIN
methazolamide,methazolamide,methazolamide,C0025631,methazolamide,IN
methimazole tablets thiamazole 10 milligram tablets thiamazole,methimazole thiamazole 10 milligram thiamazole,methimazole thiamazole 10 milligram thiamazole,C0025644,methimazole,IN
methlyphenidate hcl,methlyphenidate hcl,methlyphenidate,,,
methocarbamol wparacetamol,methocarbamol wparacetamol,methocarbamol wparacetamol,C0718194,Aceta,BN
methocarbamolacetaminophen,methocarbamolacetaminophen,methocarbamolacetaminophen,C0718194,Aceta,BN
methocarbamolparacetamol,methocarbamolparacetamol,methocarbamolparacetamol,C0718194,Aceta,BN
methotrexaat,methotrexaat,methotrexaat,C0025677,methotrexate,IN
methotrexaat 75 mg,methotrexaat 75 mg,methotrexaat 75 mg,C1128686,methotrexate 7.5 MG,SCDC
methotrexaat infopl conc 100mgml brand name not specified,methotrexaat infopl conc 100mgml brand name not specified,methotrexaat infopl conc 100mgml brand name not specified,,,
methotrexaat tablet 25mg brand name not specified,methotrexaat 25mg brand name not specified,methotrexaat 25mg brand name not specified,,,
methotrexat ebewe 00113801,methotrexat ebewe 00113801,methotrexat ebewe 00113801,,,
methotrexat hc 5000 medac,methotrexat hc 5000 medac,methotrexat hc 5000 medac,C0721623,Meda Cap,BN
methotrexat methotrexate,methotrexat methotrexate,methotrexat methotrexate,C0025677,methotrexate,IN
methotrexate 1000mg,methotrexate 1000mg,methotrexate 1000mg,C0978549,methotrexate 1000 MG Injection,SCD
methotrexate 15 mg2 ml soluzione iniettabile,methotrexate 15 mg2 ml soluzione iniettabile,methotrexate 15 mg2 ml soluzione iniettabile,C0025677,methotrexate,IN
methotrexate 500 mg20 ml soluzione iniettabile,methotrexate 500 mg20 ml soluzione iniettabile,methotrexate 500 mg20 ml soluzione iniettabile,C1129032,calcium acetate 500 MG,SCDC
methotrexate 50mg2ml hospira worldwide inc,methotrexate 50mg2ml hospira worldwide inc,methotrexate 50mg2ml hospira worldwide inc,C0025677,methotrexate,IN
methotrexate compmtx,methotrexate compmtx,methotrexate compmtx,C0025677,methotrexate,IN
methotrexate injection,methotrexate,methotrexate,C0025677,methotrexate,IN
methotrexate it,methotrexate it,methotrexate it,C0025677,methotrexate,IN
methotrexate mdv 2mlvl 25mgml novaplushospira,methotrexate mdv 2mlvl 25mgml novaplushospira,methotrexate mdv 2mlvl 25mgml novaplushospira,C0025677,methotrexate,IN
methotrexate mylan 100 mgml,methotrexate mylan 100 mgml,methotrexate mylan 100 mgml,C4051486,magnesium sulfate 100 MG,SCDC
methotrexate mylan 100 mgml solution for injection,methotrexate mylan 100 mgml for,methotrexate mylan 100 mgml for,C4051486,magnesium sulfate 100 MG,SCDC
methotrexate mylan 25 mgml solution for injection,methotrexate mylan 25 mgml for,methotrexate mylan 25 mgml for,C0025677,methotrexate,IN
methotrexate mylan 50 mg2 ml solution for injection,methotrexate mylan 50 mg2 ml for,methotrexate mylan 50 mg2 ml for,C1367495,calcium phosphate 50 MG,SCDC
methotrexate sdv 2ml 50mg2ml westward,methotrexate sdv 2ml 50mg2ml westward,methotrexate sdv 2ml 50mg2ml westward,C0025677,methotrexate,IN
methotrexate sdv 25mgml,methotrexate sdv 25mgml,methotrexate sdv 25mgml,C0025677,methotrexate,IN
methotrexate teva 00113801,methotrexate teva 00113801,methotrexate teva 00113801,C0025677,methotrexate,IN
methotrexate teva teva italia srl,methotrexate teva teva italia srl,methotrexate teva teva italia srl,C0025677,methotrexate,IN
methotrexate teva 10 pour cent 1 g10 ml solution injectable,methotrexate teva 10 pour cent 1 g10 ml injectable,methotrexate teva 10 pour cent 1 g10 ml injectable,C0991511,Injectable Solution,DF
methotrexate teva 10 pour cent 5 g50 ml solution injectable,methotrexate teva 10 pour cent 5 g50 ml injectable,methotrexate teva 10 pour cent 5 g50 ml injectable,C0991511,Injectable Solution,DF
methotrexate 50mg2ml hospira,methotrexate 50mg2ml hospira,methotrexate 50mg2ml hospira,C0025677,methotrexate,IN
methoxsalen,methoxsalen,methoxsalen,C0025684,methoxsalen,IN
methyiphenidate,methyiphenidate,methyiphenidate,C0025810,methylphenidate,IN
methyl folate,methyl folate,methyl folate,C0066271,methyl oleate,IN
methyl phenidate,methyl phenidate,methyl phenidate,C0025810,methylphenidate,IN
methylenedioxymethamphetamine,methylenedioxymethamphetamine,methylenedioxymethamphetamine,C0002658,amphetamine,IN
methylephedrine hydrochloride dl,methylephedrine hydrochloride dl,methylephedrine dl,C2699793,"methylephedrine hydrochloride, DL-",PIN
methylphendidate er,methylphendidate,methylphendidate,C0025810,methylphenidate,IN
methylphenidat 10mg,methylphenidat 10mg,methylphenidat 10mg,C2979590,methylphenidate hydrochloride 10 MG,SCDC
methylphenidat 1a pharma 10 mg tabletten,methylphenidat 1a pharma 10 mg tabletten,methylphenidat 1a pharma 10 mg tabletten,C0066230,methyl bromide,IN
methylphenidate 20mg,methylphenidate 20mg,methylphenidate 20mg,C2979596,methylphenidate hydrochloride 20 MG,SCDC
methylphenidate 27mg,methylphenidate 27mg,methylphenidate 27mg,C2979599,methylphenidate hydrochloride 27 MG,SCDC
methylphenidate 36 kremers urban pharmaceuticals,methylphenidate 36 kremers urban pharmaceuticals,methylphenidate 36 kremers urban pharmaceuticals,C0025810,methylphenidate,IN
methylphenidate 36 mg mallinckro,methylphenidate 36 mg mallinckro,methylphenidate 36 mg mallinckro,C0059747,ethyl acetate,IN
methylphenidate 36 mg mallinkrodt,methylphenidate 36 mg mallinkrodt,methylphenidate 36 mg mallinkrodt,C0059747,ethyl acetate,IN
methylphenidate 36mg er,methylphenidate 36mg,methylphenidate 36mg,C2979604,methylphenidate hydrochloride 36 MG,SCDC
methylphenidate 36mg mallinckrodt,methylphenidate 36mg mallinckrodt,methylphenidate 36mg mallinckrodt,C0059747,ethyl acetate,IN
methylphenidate 54mg,methylphenidate 54mg,methylphenidate 54mg,C2979613,methylphenidate hydrochloride 54 MG,SCDC
methylphenidate 5mg,methylphenidate 5mg,methylphenidate 5mg,C2979669,methylphenidate hydrochloride 5 MG,SCDC
methylphenidate cd 40 mg teva usa,methylphenidate cd 40 mg teva usa,methylphenidate cd 40 mg teva usa,C0059747,ethyl acetate,IN
methylphenidate er watson,methylphenidate watson,methylphenidate watson,C0025810,methylphenidate,IN
methylphenidate er 18 mg kremers urban pharmaceuticals,methylphenidate 18 mg kremers urban pharmaceuticals,methylphenidate 18 mg kremers urban pharmaceuticals,C0025810,methylphenidate,IN
methylphenidate er 18 mg tab,methylphenidate 18 mg,methylphenidate 18 mg,C2979594,methylphenidate hydrochloride 18 MG,SCDC
methylphenidate er 18mg kremers urban,methylphenidate 18mg kremers urban,methylphenidate 18mg kremers urban,C0059747,ethyl acetate,IN
methylphenidate er 27 mg mallinckrodt pharmaceuticals,methylphenidate 27 mg mallinckrodt pharmaceuticals,methylphenidate 27 mg mallinckrodt pharmaceuticals,C0025810,methylphenidate,IN
methylphenidate er 36 mg mallenkroft,methylphenidate 36 mg mallenkroft,methylphenidate 36 mg mallenkroft,C0059747,ethyl acetate,IN
methylphenidate er 54mg,methylphenidate 54mg,methylphenidate 54mg,C2979613,methylphenidate hydrochloride 54 MG,SCDC
methylphenidate er 54mg mallinckrodt,methylphenidate 54mg mallinckrodt,methylphenidate 54mg mallinckrodt,C0059747,ethyl acetate,IN
methylphenidate extended release,methylphenidate extended release,methylphenidate extended release,C3499669,methylphenidate Extended Release Suspension,SCDF
methylphenidate extended release hcl,methylphenidate extended release hcl,methylphenidate extended release,C3499669,methylphenidate Extended Release Suspension,SCDF
methylphenidate extendedrelease tablet,methylphenidate extendedrelease,methylphenidate extendedrelease,C3499669,methylphenidate Extended Release Suspension,SCDF
methylphenidate hc tablet extended release,methylphenidate hc extended release,methylphenidate hc extended release,C3499669,methylphenidate Extended Release Suspension,SCDF
methylphenidate hci,methylphenidate hci,methylphenidate hci,C0025810,methylphenidate,IN
methylphenidate hci 36mg lr,methylphenidate hci 36mg lr,methylphenidate hci 36mg lr,C0059747,ethyl acetate,IN
methylphenidate hci er 54 mg mallinckrodt,methylphenidate hci 54 mg mallinckrodt,methylphenidate hci 54 mg mallinckrodt,C0059747,ethyl acetate,IN
methylphenidate hcl er 36mg,methylphenidate hcl 36mg,methylphenidate 36mg,C0059747,ethyl acetate,IN
methylphenidate hydrochloride er,methylphenidate hydrochloride,methylphenidate,C0700545,methylphenidate hydrochloride,PIN
methylphenidate hydrochloride ex,methylphenidate hydrochloride ex,methylphenidate ex,C0700545,methylphenidate hydrochloride,PIN
methylphenidate hydrochloride tablets,methylphenidate hydrochloride,methylphenidate,C0700545,methylphenidate hydrochloride,PIN
methylphenidate immediate release,methylphenidate immediate release,methylphenidate immediate release,C0059747,ethyl acetate,IN
methylphenidate la 10mg,methylphenidate la 10mg,methylphenidate la 10mg,C2979590,methylphenidate hydrochloride 10 MG,SCDC
methylphenidate oros,methylphenidate oros,methylphenidate oros,C0025810,methylphenidate,IN
