raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
C0063384,c0063384,c-500,67.5,C0719054,C-500,BN
C0048365,c0048365,c-500,67.5,C0719054,C-500,BN
C0018096,c0018096,c-500,67.5,C0719054,C-500,BN
C0903898,c0903898,atropine 0 0388 mg/ml,61.07142857142858,C1123891,atropine sulfate 0.0388 MG/ML,SCDC
C0053817,c0053817,c-500,67.5,C0719054,C-500,BN
C0068881,c0068881,c-500,67.5,C0719054,C-500,BN
C0079856,c0079856,c-500,67.5,C0719054,C-500,BN
C0591466,c0591466,cnj-016,53.333333333333336,C4475844,CNJ-016,BN
C2726211,c2726211,cp-2,60.00000000000001,C0719066,CP-2,BN
C2937963,c2937963,cp-2,60.00000000000001,C0719066,CP-2,BN
C4760745,c4760745,alendronate 70 mg in 75 ml oral,52.61538461538461,C1329132,alendronate sodium 70 MG in 75 mL Oral Solution,PSN
C0040958,c0040958,c-500,67.5,C0719054,C-500,BN
C0025042,c0025042,c-500,67.5,C0719054,C-500,BN
C1289957,c1289957,lipase 12857 unt,65.76923076923076,C1590633,lipase 12857 UNT,SCDC
C0069776,c0069776,c-500,67.5,C0719054,C-500,BN
C0012020,c0012020,12 hr liquidbid 1200 1200 mg extended release oral,67.5,C0875425,12 HR Liquidbid 1200 1200 MG Extended Release Oral Tablet,SY
C3496084,c3496084,mc-3,60.00000000000001,C4719541,MC-3,SY
C0032393,c0032393,c-500,67.5,C0719054,C-500,BN
C0007343,c0007343,c-500,67.5,C0719054,C-500,BN
C0054668,c0054668,c-500,67.5,C0719054,C-500,BN
C0055337,c0055337,c-500,67.5,C0719054,C-500,BN
C0030086,c0030086,c-500,67.5,C0719054,C-500,BN
C0015848,c0015848,c-500,67.5,C0719054,C-500,BN
C2740603,c2740603,calcium carbonate 600 mg ca 240 mg chewable,61.07142857142858,C0975171,calcium carbonate 600 MG (Ca 240 MG) Chewable Tablet,PSN
C2740643,c2740643,cp-2,60.00000000000001,C0719066,CP-2,BN
C2726182,c2726182,cp-2,60.00000000000001,C0719066,CP-2,BN
C0074726,c0074726,c-500,67.5,C0719054,C-500,BN
C0556246,c0556246,alosetron 0 5 mg as alosetron 0 562 mg oral,57.0,C1329180,alosetron 0.5 MG (as alosetron HCl 0.562 MG) Oral Tablet,SY
C0025696,c0025696,c-500,67.5,C0719054,C-500,BN
C0054267,c0054267,c-500,67.5,C0719054,C-500,BN
C0062941,c0062941,c-500,67.5,C0719054,C-500,BN
C0063469,c0063469,c-500,67.5,C0719054,C-500,BN
C0057239,c0057239,c-500,67.5,C0719054,C-500,BN
C0083072,c0083072,c-500,67.5,C0719054,C-500,BN
C0070525,c0070525,c-500,67.5,C0719054,C-500,BN
C0025387,c0025387,c-500,67.5,C0719054,C-500,BN
C0055146,c0055146,c-500,67.5,C0719054,C-500,BN
C0038878,c0038878,c-500,67.5,C0719054,C-500,BN
C0049776,c0049776,c-500,67.5,C0719054,C-500,BN
C0770624,c0770624,norgesic forte 50/770/60 orphenadrine / aspirin / caffeine oral,56.25,C0713547,Norgesic forte 50/770/60 (orphenadrine / aspirin / caffeine) Oral Tablet,SY
C0020264,c0020264,advicor 1000/20 24 hr extended release oral,67.5,C1613758,Advicor 1000/20 24 HR Extended Release Oral Tablet,SY
C2726186,c2726186,cp-2,60.00000000000001,C0719066,CP-2,BN
C0055869,c0055869,c-500,67.5,C0719054,C-500,BN
C0360534,c0360534,glucose 25 mg/ml / nacl 0 0342 meq/ml injectable,56.25,C0976223,Glucose 25 MG/ML / NaCl 0.0342 MEQ/ML Injectable Solution,SY
C0005099,c0005099,calcium chloride 0 000996 meq/ml,68.4,C2345008,calcium chloride 0.000996 MEQ/ML,SCDC
C0086985,c0086985,c-500,67.5,C0719054,C-500,BN
C0006834,c0006834,monofluorophosphate 0 00834 mg/mg,68.4,C5814870,sodium monofluorophosphate 0.00834 MG/MG,SCDC
C0878209,c0878209,afluria 2018-2019,56.25,C4719173,Afluria 2018-2019,BN
C0060241,c0060241,c-500,67.5,C0719054,C-500,BN
C3696416,c3696416,mc-3,60.00000000000001,C4719541,MC-3,SY
C0038742,c0038742,c-500,67.5,C0719054,C-500,BN
C0018473,c0018473,c-500,67.5,C0719054,C-500,BN
C0018959,c0018959,c-500,67.5,C0719054,C-500,BN
C1530433,c1530433,30 ml idecabtagene vicleucel 15333333 cells/ml,65.76923076923076,C5449008,30 ML idecabtagene vicleucel 15333333 CELLS/ML Injection,SCD
C5432387,c5432387,p32,60.00000000000001,C0305007,sodium phosphate P32,PIN
C0012322,c0012322,c-500,67.5,C0719054,C-500,BN
C0546173,c0546173,0 417 meq/ml,55.38461538461539,C3500193,magnesium sulfate 0.417 MEQ/ML,SCDC
C3256601,c3256601,mc-3,60.00000000000001,C4719541,MC-3,SY
C0280849,c0280849,muro 128 0 854 meq/ml ophthalmic,56.25,C0712192,Muro 128 0.854 MEQ/ML Ophthalmic Solution,SY
C0046237,c0046237,c-500,67.5,C0719054,C-500,BN
C0206816,c0206816,168 hr climara 0 00208 mg/hr transdermal system,64.125,C0976747,168 HR Climara 0.00208 MG/HR Transdermal System,SY
C0046343,c0046343,c-500,67.5,C0719054,C-500,BN
C0031933,c0031933,c-500,67.5,C0719054,C-500,BN
C0074281,c0074281,c-500,67.5,C0719054,C-500,BN
C0012024,c0012024,advicor 1000/20 24 hr extended release oral,67.5,C1613758,Advicor 1000/20 24 HR Extended Release Oral Tablet,SY
C0032949,c0032949,c-500,67.5,C0719054,C-500,BN
C0028426,c0028426,c-500,67.5,C0719054,C-500,BN
C0981884,c0981884,4-cymene 0 098 mg/mg / chlorproethazine 0 1 mg/mg topical,53.4375,C1347461,4-cymene 0.098 MG/MG / chlorproethazine 0.1 MG/MG Topical Ointment,SCD
C4762602,c4762602,influenza a virus a/victoria/4897/2022 h1n1 antigen,56.25,C5827737,influenza A virus A/Victoria/4897/2022 (H1N1) antigen,PIN
C0056170,c0056170,c-500,67.5,C0719054,C-500,BN
C0057257,c0057257,c-500,67.5,C0719054,C-500,BN
C4703922,c4703922,p32,60.00000000000001,C0305007,sodium phosphate P32,PIN
C0005035,c0005035,capsaicin 0 00035 mg/mg,68.4,C3499577,capsaicin 0.00035 MG/MG,SCDC
C0081437,c0081437,c-500,67.5,C0719054,C-500,BN
C0066770,c0066770,c-500,67.5,C0719054,C-500,BN
C0053229,c0053229,c-500,67.5,C0719054,C-500,BN
C0063208,c0063208,c-500,67.5,C0719054,C-500,BN
C0064311,c0064311,c-500,67.5,C0719054,C-500,BN
C0027556,c0027556,c-500,67.5,C0719054,C-500,BN
C0053111,c0053111,c-500,67.5,C0719054,C-500,BN
C0937932,c0937932,p32,72.0,C0305007,sodium phosphate P32,PIN
C0005116,c0005116,c-500,67.5,C0719054,C-500,BN
C0206026,c0206026,chloroxylenol 0 0026 mg/mg / triclosan 0 002 mg/mg fungasol,64.125,C4283119,chloroxylenol 0.0026 MG/MG / triclosan 0.002 MG/MG [Fungasol],SBDC
C0001050,c0001050,dry biocellulose mw 2000000,69.23076923076923,C5384211,dry biocellulose (MW 2000000),IN
C0021251,c0021251,c-500,67.5,C0719054,C-500,BN
C0066520,c0066520,c-500,67.5,C0719054,C-500,BN
C0076096,c0076096,c-500,67.5,C0719054,C-500,BN
C0073354,c0073354,3535,67.5,C2743819,IR 3535,SY
C2740600,c2740600,calcium carbonate 600 mg ca 240 mg chewable,68.4,C0975171,calcium carbonate 600 MG (Ca 240 MG) Chewable Tablet,PSN
C0016384,c0016384,c-500,67.5,C0719054,C-500,BN
C0037668,c0037668,c-500,67.5,C0719054,C-500,BN
C1961852,c1961852,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C5848979,c5848979,c-500,51.42857142857142,C0719054,C-500,BN
C0069343,c0069343,c-500,67.5,C0719054,C-500,BN
C0887353,c0887353,3535,77.14285714285715,C2743819,IR 3535,SY
C0032600,c0032600,c-500,67.5,C0719054,C-500,BN
C0070557,c0070557,c-500,67.5,C0719054,C-500,BN
C0028076,c0028076,c-500,67.5,C0719054,C-500,BN
C0061060,c0061060,c-500,67.5,C0719054,C-500,BN
C0055353,c0055353,3535,77.14285714285715,C2743819,IR 3535,SY
C0055720,c0055720,c-500,67.5,C0719054,C-500,BN
C0011522,c0011522,c-500,67.5,C0719054,C-500,BN
C0057457,c0057457,c-500,67.5,C0719054,C-500,BN
C0770514,c0770514,0 7 ml atropen 0 714 mg/ml auto-injector,57.0,C1586282,0.7 ML Atropen 0.714 MG/ML Auto-Injector,SY
C5242462,c5242462,c24-28 olefin,55.38461538461539,C3818690,C24-28 olefin,IN
C5242478,c5242478,c24-28 olefin,64.28571428571429,C3818690,C24-28 olefin,IN
C0304612,c0304612,menthol 0 0462 mg/mg,61.07142857142858,C5207856,menthol 0.0462 MG/MG,SCDC
C0082286,c0082286,c-500,67.5,C0719054,C-500,BN
C0011182,c0011182,c-500,67.5,C0719054,C-500,BN
C0086108,c0086108,c-500,67.5,C0719054,C-500,BN
C0719688,c0719688,0 68 ml entyvio 159 mg/ml auto-injector,53.4375,C5853776,0.68 ML Entyvio 159 MG/ML Auto-Injector,SY
C0051254,c0051254,c-500,67.5,C0719054,C-500,BN
C0038676,c0038676,c-500,67.5,C0719054,C-500,BN
C0060670,c0060670,c-500,67.5,C0719054,C-500,BN
C0116568,c0116568,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0064032,c0064032,p32,72.0,C0305007,sodium phosphate P32,PIN
C0066282,c0066282,c-500,67.5,C0719054,C-500,BN
C0991878,c0991878,0 5 ml peginterferon beta-1a 0 188 mg/ml auto-injector,52.61538461538461,C4020021,0.5 ML peginterferon beta-1a 0.188 MG/ML Auto-Injector,SCD
C1804800,c1804800,aquasol e 180 mg 400 unt oral,68.4,C0712161,Aquasol E 180 MG (400 UNT) Oral Capsule,SY
C4519883,c4519883,c18-36 acid triglyceride,55.38461538461539,C2710464,C18-36 acid triglyceride,IN
C0886584,c0886584,adsorbonac 0 854 meq/ml ophthalmic,56.25,C0712191,Adsorbonac 0.854 MEQ/ML Ophthalmic Solution,SY
C0039086,c0039086,c-500,67.5,C0719054,C-500,BN
C0086555,c0086555,c-500,67.5,C0719054,C-500,BN
C0078840,c0078840,c-500,67.5,C0719054,C-500,BN
C0076959,c0076959,c-500,67.5,C0719054,C-500,BN
C1519641,c1519641,c15-19 alkane,64.28571428571429,C5442180,C15-19 alkane,IN
C0078257,c0078257,c-500,67.5,C0719054,C-500,BN
C0072247,c0072247,c-500,67.5,C0719054,C-500,BN
C0772197,c0772197,0 5 ml bayhep b 217 unt/ml prefilled syringe,52.61538461538461,C2369202,0.5 ML Bayhep B 217 UNT/ML Prefilled Syringe,SY
C0076656,c0076656,c-500,67.5,C0719054,C-500,BN
C0002589,c0002589,c-500,67.5,C0719054,C-500,BN
C0058383,c0058383,c-500,67.5,C0719054,C-500,BN
C0028277,c0028277,c-500,67.5,C0719054,C-500,BN
C0305030,c0305030,c30-50 alcohols,64.28571428571429,C3643351,C30-50 alcohols,IN
C3652583,c3652583,mc-3,60.00000000000001,C4719541,MC-3,SY
C0982005,c0982005,0 5 ml buprenorphine 200 mg/ml prefilled syringe,57.0,C4542122,0.5 ML buprenorphine 200 MG/ML Prefilled Syringe,SCD
C3484455,c3484455,3535,60.00000000000001,C2743819,IR 3535,SY
C4735000,c4735000,polyethylene glycol 35000,69.23076923076923,C3256558,polyethylene glycol 35000,IN
C0019223,c0019223,c-500,67.5,C0719054,C-500,BN
C0010502,c0010502,chloride 0 00502 meq/ml,68.4,C2586926,magnesium chloride 0.00502 MEQ/ML,SCDC
C0304625,c0304625,c30-45 alkyl cetearyl dimethicone crosspolymer,64.28571428571429,C5573875,C30-45 alkyl cetearyl dimethicone crosspolymer,IN
C0718909,c0718909,0 9 ml actemra 180 mg/ml auto-injector,57.0,C4741477,0.9 ML Actemra 180 MG/ML Auto-Injector,SY
C4529284,c4529284,c14-22 alcohols,51.42857142857142,C3256279,C14-22 alcohols,IN
C3555502,c3555502,3535,67.5,C2743819,IR 3535,SY
C4703923,c4703923,p32,60.00000000000001,C0305007,sodium phosphate P32,PIN
C2741531,c2741531,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0019497,c0019497,c-500,67.5,C0719054,C-500,BN
C4256166,c4256166,8 hr carbidopa 61 25 mg / l-dopa 245 mg extended release oral,53.4375,C3882686,8 HR Carbidopa 61.25 MG / L-DOPA 245 MG Extended Release Oral Capsule,SY
C0055332,c0055332,p32,72.0,C0305007,sodium phosphate P32,PIN
C0071021,c0071021,c-500,67.5,C0719054,C-500,BN
C0033459,c0033459,3535,67.5,C2743819,IR 3535,SY
C0005013,c0005013,capsaicin 0 00013 mg/mg,68.4,C5911201,capsaicin 0.00013 MG/MG,SCDC
C0071768,c0071768,c-500,67.5,C0719054,C-500,BN
C0005632,c0005632,p32,72.0,C0305007,sodium phosphate P32,PIN
C0038706,c0038706,c-500,67.5,C0719054,C-500,BN
C0071286,c0071286,c-500,67.5,C0719054,C-500,BN
C0015099,c0015099,c-500,67.5,C0719054,C-500,BN
C0051243,c0051243,c-500,67.5,C0719054,C-500,BN
C1322006,c1322006,c12-20 acid peg-8 ester,64.28571428571429,C3700906,C12-20 acid PEG-8 ester,IN
C0009025,c0009025,alfacalcidol 0 00025 mg,68.4,C1126747,alfacalcidol 0.00025 MG,SCDC
C0018312,c0018312,c-500,67.5,C0719054,C-500,BN
C0076772,c0076772,c-500,67.5,C0719054,C-500,BN
C0016245,c0016245,c-500,67.5,C0719054,C-500,BN
C0033228,c0033228,c-500,67.5,C0719054,C-500,BN
C0065185,c0065185,c-500,67.5,C0719054,C-500,BN
C0128232,c0128232,p32,72.0,C0305007,sodium phosphate P32,PIN
C0015042,c0015042,c-500,67.5,C0719054,C-500,BN
C0015707,c0015707,c-500,67.5,C0719054,C-500,BN
C0057605,c0057605,c-500,67.5,C0719054,C-500,BN
C0700346,c0700346,0 00347 meq/ml,64.28571428571429,C2608646,sodium phosphate 0.00347 MEQ/ML,SCDC
C1307126,c1307126,c10-16 alketh-1,64.28571428571429,C3666710,C10-16 alketh-1,SY
C0071082,c0071082,c-500,67.5,C0719054,C-500,BN
C2587204,c2587204,cp-2,60.00000000000001,C0719066,CP-2,BN
C0033508,c0033508,3535,67.5,C2743819,IR 3535,SY
C0006403,c0006403,c-500,67.5,C0719054,C-500,BN
C0077089,c0077089,c-500,67.5,C0719054,C-500,BN
C3850972,c3850972,mc-3,60.00000000000001,C4719541,MC-3,SY
C1377670,c1377670,amylase 136000 unt,57.0,C3194736,amylase 136000 UNT,SCDC
C0717685,c0717685,butyl chloride 1768 mg,57.0,C2340994,butyl chloride 1768 MG,SCDC
C0004969,c0004969,c-500,67.5,C0719054,C-500,BN
C0073591,c0073591,c-500,67.5,C0719054,C-500,BN
C0054147,c0054147,c-500,67.5,C0719054,C-500,BN
C0061996,c0061996,c-500,67.5,C0719054,C-500,BN
C0065088,c0065088,c-500,67.5,C0719054,C-500,BN
C0125997,c0125997,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C4718953,c4718953,3535,60.00000000000001,C2743819,IR 3535,SY
C0037512,c0037512,c-500,67.5,C0719054,C-500,BN
C0008221,c0008221,fluoride 0 00221 mg/mg,68.4,C1383324,sodium fluoride 0.00221 MG/MG,SCDC
C2722042,c2722042,afluria quadrivalent 2022-2023,60.00000000000001,C5673362,Afluria Quadrivalent 2022-2023,BN
C3500695,c3500695,c-500,72.0,C0719054,C-500,BN
C4319740,c4319740,citric acid 1000 mg / nahco3 1940 mg effervescent oral,67.5,C1595261,Citric Acid 1000 MG / NaHCO3 1940 MG Effervescent Oral Tablet,SY
C0006863,c0006863,c-500,67.5,C0719054,C-500,BN
C0025607,c0025607,c-500,67.5,C0719054,C-500,BN
C0063953,c0063953,3535,67.5,C2743819,IR 3535,SY
C0040209,c0040209,c-500,67.5,C0719054,C-500,BN
C0049244,c0049244,c-500,67.5,C0719054,C-500,BN
C0030032,c0030032,p32,72.0,C0305007,sodium phosphate P32,PIN
C4255635,c4255635,3535,67.5,C2743819,IR 3535,SY
C0064165,c0064165,c-500,67.5,C0719054,C-500,BN
C0050393,c0050393,c-500,67.5,C0719054,C-500,BN
C0065040,c0065040,c-500,67.5,C0719054,C-500,BN
C0982134,c0982134,4-cymene 0 098 mg/mg / chlorproethazine 0 1 mg/mg topical,53.4375,C1347461,4-cymene 0.098 MG/MG / chlorproethazine 0.1 MG/MG Topical Ointment,SCD
C1165386,c1165386,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0058192,c0058192,c-500,67.5,C0719054,C-500,BN
C0115656,c0115656,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0023665,c0023665,c-500,67.5,C0719054,C-500,BN
C0024001,c0024001,c-500,67.5,C0719054,C-500,BN
C0040878,c0040878,c-500,67.5,C0719054,C-500,BN
C0065933,c0065933,c-500,67.5,C0719054,C-500,BN
C0127514,c0127514,c12-14 alketh-3,64.28571428571429,C5234455,sodium c12-14 alketh-3 sulfate,SY
C1186773,c1186773,calcium carbonate 1177 mg,57.0,C3663094,calcium carbonate 1177 MG,SCDC
C4256164,c4256164,8 hr carbidopa 61 25 mg / l-dopa 245 mg extended release oral,53.4375,C3882686,8 HR Carbidopa 61.25 MG / L-DOPA 245 MG Extended Release Oral Capsule,SY
C0069008,c0069008,c-500,67.5,C0719054,C-500,BN
C2702418,c2702418,afluria 2017-2018,60.00000000000001,C4325193,Afluria 2017-2018,BN
C0314976,c0314976,citric acid 1000 mg / nahco3 1976 mg effervescent oral,67.5,C5557862,citric acid 1000 MG / NaHCO3 1976 MG Effervescent Oral Tablet,SY
C2733014,c2733014,cp-2,60.00000000000001,C0719066,CP-2,BN
C0077857,c0077857,c-500,67.5,C0719054,C-500,BN
C0059680,c0059680,c-500,67.5,C0719054,C-500,BN
C0008931,c0008931,c-500,67.5,C0719054,C-500,BN
C0040983,c0040983,c-500,67.5,C0719054,C-500,BN
C0044472,c0044472,c-500,67.5,C0719054,C-500,BN
C0002686,c0002686,c-500,67.5,C0719054,C-500,BN
C0072315,c0072315,15n,72.0,C5401580,sodium nitrate 15N,PIN
C0060201,c0060201,c-500,67.5,C0719054,C-500,BN
C0030903,c0030903,c-500,67.5,C0719054,C-500,BN
C0605321,c0605321,doxylamine 0 0521 mg/ml,61.07142857142858,C3820160,doxylamine succinate 0.0521 MG/ML,SCDC
C0055008,c0055008,c-500,67.5,C0719054,C-500,BN
C0087296,c0087296,c-500,67.5,C0719054,C-500,BN
C0032493,c0032493,c-500,67.5,C0719054,C-500,BN
C0055915,c0055915,15n,72.0,C5401580,sodium nitrate 15N,PIN
C0042674,c0042674,c-500,67.5,C0719054,C-500,BN
C0072865,c0072865,c-500,67.5,C0719054,C-500,BN
C0071038,c0071038,c-500,67.5,C0719054,C-500,BN
C0070679,c0070679,c-500,67.5,C0719054,C-500,BN
C0061008,c0061008,c-500,67.5,C0719054,C-500,BN
C2700233,c2700233,polyethylene glycol 3350 227100 mg,64.125,C4307158,polyethylene glycol 3350 227100 MG,SCDC
C5782106,c5782106,bicarbonate 5720 mg,57.0,C4057897,sodium bicarbonate 5720 MG,SCDC
C0068788,c0068788,c-500,67.5,C0719054,C-500,BN
C0075227,c0075227,c-500,67.5,C0719054,C-500,BN
C0076793,c0076793,c-500,67.5,C0719054,C-500,BN
C0005018,c0005018,entsol 0 000188 meq/mg nasal gel,68.4,C3163470,ENTsol 0.000188 MEQ/MG Nasal Gel,SY
C0051510,c0051510,c-500,67.5,C0719054,C-500,BN
C0733609,c0733609,k+ bicarbonate 180 mg / nahco3 360 mg oral,56.25,C0979621,K+ bicarbonate 180 MG / NaHCO3 360 MG Oral Tablet,SY
C0042754,c0042754,c-500,67.5,C0719054,C-500,BN
C2727930,c2727930,cp-2,60.00000000000001,C0719066,CP-2,BN
C0061347,c0061347,c-500,67.5,C0719054,C-500,BN
C4292397,c4292397,boroleum 1 / 0 54 / 97 92 topical,53.4375,C2955391,BOROLEUM 1 % / 0.54 % / 97.92 % Topical Ointment,PSN
C0071771,c0071771,c-500,67.5,C0719054,C-500,BN
C0048392,c0048392,c-500,67.5,C0719054,C-500,BN
C0072489,c0072489,c-500,67.5,C0719054,C-500,BN
C0600334,c0600334,dibasic 0 0033 mg/mg,67.5,C1383353,"sodium phosphate, dibasic 0.0033 MG/MG",SCDC
C4508861,c4508861,c-500,60.00000000000001,C0719054,C-500,BN
C0071755,c0071755,c-500,67.5,C0719054,C-500,BN
C0727537,c0727537,0 257 meq/ml,55.38461538461539,C2926961,sodium sulfate 0.257 MEQ/ML,SCDC
C1657051,c1657051,1650 mg per 5 ml oral,61.07142857142858,C0936651,calcium phosphate 1650 MG per 5 ML Oral Suspension,SY
C4550774,c4550774,c-500,54.0,C0719054,C-500,BN
C0163564,c0163564,benzyl alcohol 0 09 ml/ml / nacl 0 154 meq/ml injectable,56.25,C1655766,Benzyl Alcohol 0.09 ML/ML / NaCl 0.154 MEQ/ML Injectable Solution,SY
C0064598,c0064598,c-500,67.5,C0719054,C-500,BN
C0056503,c0056503,c-500,67.5,C0719054,C-500,BN
C0030080,c0030080,dry biocellulose mw 2000000,69.23076923076923,C5384211,dry biocellulose (MW 2000000),IN
C0055899,c0055899,c-500,67.5,C0719054,C-500,BN
C0613652,c0613652,nh4cl 0 615 mg/mg oral powder,56.25,C2741143,NH4Cl 0.615 MG/MG Oral Powder,SY
C0053114,c0053114,c-500,67.5,C0719054,C-500,BN
C0064312,c0064312,c-500,67.5,C0719054,C-500,BN
C0141756,c0141756,c14-16 olefin sulfonate,64.28571428571429,C3535886,C14-16 olefin sulfonate,IN
C0041660,c0041660,c-500,67.5,C0719054,C-500,BN
C0982443,c0982443,hypromellose 06081224 3 mm2-s,56.25,C2827183,hypromellose acetate succinate 06081224 (3 MM2-S),IN
C0057626,c0057626,c-500,67.5,C0719054,C-500,BN
C0059469,c0059469,c-500,67.5,C0719054,C-500,BN
C0120436,c0120436,c10-36 olefin,64.28571428571429,C3651757,C10-36 olefin,IN
C0003001,c0003001,clemastine 0 0003 mg/mg / clocortolone 0 001 mg/mg topical gel,74.8125,C1345864,clemastine 0.0003 MG/MG / clocortolone 0.001 MG/MG Topical Gel,SCD
C0022179,c0022179,c-500,67.5,C0719054,C-500,BN
C3896945,c3896945,mc-3,60.00000000000001,C4719541,MC-3,SY
C0051398,c0051398,c-500,67.5,C0719054,C-500,BN
C0024200,c0024200,c-500,67.5,C0719054,C-500,BN
C0065961,c0065961,c-500,67.5,C0719054,C-500,BN
C0025051,c0025051,c-500,67.5,C0719054,C-500,BN
C0070139,c0070139,c-500,67.5,C0719054,C-500,BN
C4691336,c4691336,vonoprazan equivalent to vonoprazan 13 36 mg oral,52.61538461538461,C5873634,vonoprazan (equivalent to vonoprazan fumarate 13.36 MG) Oral Tablet,SY
C0055370,c0055370,c-500,67.5,C0719054,C-500,BN
C0075630,c0075630,c-500,67.5,C0719054,C-500,BN
C0000959,c0000959,benzalkonium chloride 0 00095 mg/mg,68.4,C4703911,benzalkonium chloride 0.00095 MG/MG,SCDC
C0024056,c0024056,c-500,67.5,C0719054,C-500,BN
C0076382,c0076382,c-500,67.5,C0719054,C-500,BN
C0044401,c0044401,c-500,67.5,C0719054,C-500,BN
C0050409,c0050409,c-500,67.5,C0719054,C-500,BN
C0063986,c0063986,c-500,67.5,C0719054,C-500,BN
C0012052,c0012052,c-500,67.5,C0719054,C-500,BN
C0252667,c0252667,amylase 252600 unt,57.0,C5873844,amylase 252600 UNT,SCDC
C0284620,c0284620,24 hr nicotine 0 625 mg/hr transdermal system,57.0,C4708900,24 HR nicotine 0.625 MG/HR Transdermal System,SCD
C0005096,c0005096,c-500,67.5,C0719054,C-500,BN
C0053302,c0053302,c-500,67.5,C0719054,C-500,BN
C0054275,c0054275,c-500,67.5,C0719054,C-500,BN
C0282085,c0282085,hydroxypropyl methylcellulose 2208,60.00000000000001,C0982206,hydroxypropyl methylcellulose 2208,IN
C1703665,c1703665,c10-36 olefin,64.28571428571429,C3651757,C10-36 olefin,IN
C0718495,c0718495,0 5 ml lumasiran 189 mg/ml,57.0,C5423674,0.5 ML lumasiran 189 MG/ML Injection,SCD
C0066561,c0066561,c-500,67.5,C0719054,C-500,BN
C2701066,c2701066,afluria 2015-2016,60.00000000000001,C4020099,Afluria 2015-2016,BN
C0075512,c0075512,c-500,67.5,C0719054,C-500,BN
C0049620,c0049620,c-500,67.5,C0719054,C-500,BN
C0057610,c0057610,c-500,67.5,C0719054,C-500,BN
C0105747,c0105747,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C1321598,c1321598,c12-15 alcohols,64.28571428571429,C3537691,C12-15 alcohols,IN
C4292384,c4292384,14 ml bupivacaine 29 3 mg/ml / meloxicam 0 88 mg/ml,53.4375,C5455373,14 ML bupivacaine 29.3 MG/ML / meloxicam 0.88 MG/ML Injection,SCD
C4292386,c4292386,14 ml bupivacaine 29 3 mg/ml / meloxicam 0 88 mg/ml,53.4375,C5455373,14 ML bupivacaine 29.3 MG/ML / meloxicam 0.88 MG/ML Injection,SCD
C0061223,c0061223,c-500,67.5,C0719054,C-500,BN
C0073999,c0073999,c-500,67.5,C0719054,C-500,BN
C0772342,c0772342,p32,60.00000000000001,C0305007,sodium phosphate P32,PIN
C3536876,c3536876,3535,67.5,C2743819,IR 3535,SY
C0025629,c0025629,c-500,67.5,C0719054,C-500,BN
C0012257,c0012257,c-500,67.5,C0719054,C-500,BN
C0012264,c0012264,c-500,67.5,C0719054,C-500,BN
C0075160,c0075160,c-500,67.5,C0719054,C-500,BN
C0982413,c0982413,hypromellose 06081224 3 mm2-s,56.25,C2827183,hypromellose acetate succinate 06081224 (3 MM2-S),IN
C0055402,c0055402,c-500,67.5,C0719054,C-500,BN
C0033059,c0033059,3535,67.5,C2743819,IR 3535,SY
C0018602,c0018602,c-500,67.5,C0719054,C-500,BN
C0018605,c0018605,c-500,67.5,C0719054,C-500,BN
C3484530,c3484530,kuvan 500 mg sapropterin 384 mg powder for oral,61.07142857142858,C4026678,Kuvan 500 MG (sapropterin 384 MG) Powder for Oral Solution,SY
C0064698,c0064698,c-500,67.5,C0719054,C-500,BN
C0063830,c0063830,c-500,67.5,C0719054,C-500,BN
C0163069,c0163069,0 65 ml depo-subq provera 160 mg/ml prefilled syringe,57.0,C1814219,0.65 ML depo-subQ provera 160 MG/ML Prefilled Syringe,SY
C0605222,c0605222,0 5 ml interferon alfa-2a 0 0222 mg/ml prefilled syringe,61.07142857142858,C2355806,0.5 ML interferon alfa-2a 0.0222 MG/ML Prefilled Syringe,SCD
