raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
ortho tri cyclen lo,ortho tri cyclen lo,ortho cs,85.5,C1602015,Ortho CS,BN
orthonovum 777,orthonovum 777,ortho-novum 7/7/7 21 day pack,80.0,C0307146,ORTHO-NOVUM 7/7/7 21 Day Pack,PSN
oxcarbazepin oxacarbazepine,oxcarbazepin oxacarbazepine,oxcarbazepine,86.4,C0069751,oxcarbazepine,IN
oxcarbazepin 1 a pharma,oxcarbazepin 1 a pharma,oxcarbazepine,86.4,C0069751,oxcarbazepine,IN
oxy cr tab,oxy cr,oxy 500 500 mg oral,85.5,C3162603,Oxy 500 500 MG Oral Tablet,SY
oxy maximum action face wash,oxy maximum action face wash,oxy 500,85.5,C3162600,Oxy 500,BN
omega 3 fish oil,omega 3 fish oil,omega-3 acid ethyl esters usp / salmon oil,85.5,C3475011,omega-3 acid ethyl esters (USP) / salmon oil,MIN
pandemrix,pandemrix,pandel,81.81818181818181,C0722464,Pandel,BN
pantoprazolo teva 40 mg compresse gastroresistenti,pantoprazolo teva 40 mg compresse gastroresistenti,pantoprazole,86.08695652173914,C0081876,pantoprazole,IN
paracetamol 12a,paracetamol 12a,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol b braun,paracetamol b braun,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol braun,paracetamol braun,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol kabi 10 mgml solution pour perfusion,paracetamol kabi 10 mgml pour perfusion,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol macopharma,paracetamol macopharma,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol sun,paracetamol sun,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol wtramadol hydrochloride,paracetamol wtramadol hydrochloride,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamolcodeine tablets 40020 mg,paracetamolcodeine 40020 mg,para-time s r 150 mg extended release oral,85.5,C0708658,Para-Time S. R. 150 MG Extended Release Oral Capsule,SY
pegylated cf viii recombinant,pegylated cf viii recombinant,pegylax,83.07692307692308,C3709689,Pegylax,BN
pencillin,pencillin,penicillin g,85.71428571428572,C0030827,penicillin G,IN
peritoneal dialysis solution with 15 dextrose,peritoneal dialysis with 15 dextrose,peri-colace casanthranol 30 mg / docusate sodium 60 mg per 15 ml oral,85.5,C0713406,Peri-Colace (casanthranol 30 MG / docusate sodium 60 MG) per 15 ML Oral Solution,SY
peritoneal dialysis solution with 25 dextrose,peritoneal dialysis with 25 dextrose,perazine 25 mg,85.5,C1382096,perazine 25 MG,SCDC
phenytoin chewable tablets usp 50 mg,phenytoin chewable usp 50 mg,phen-tuss ad phenylephrine hydrochloride 5 mg / promethazine hydrochloride 6 25 mg per 5 ml oral,85.5,C1584874,PHEN-TUSS AD (phenylephrine hydrochloride 5 MG / promethazine hydrochloride 6.25 MG) per 5 ML Oral Solution,SY
physioneal 40 136 clearflex periton diyaliz cozeltisi,physioneal 40 136 clearflex periton diyaliz cozeltisi,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
physioneal 40 227,physioneal 40 227,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
physioneal 40 227 clearflex periton diyaliz cozeltisi,physioneal 40 227 clearflex periton diyaliz cozeltisi,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
physioneal 40 glucose 227 solution for peritoneal dialysis,physioneal 40 glucose 227 for peritoneal dialysis,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
physioneal 40 glukoza 136 mv 136 gml,physioneal 40 glukoza 136 mv 136 gml,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
pine pollen mix,pine pollen mix,pin oak pollen extract 50 mg/ml,85.5,C2741346,pin oak pollen extract 50 MG/ML,SCDC
pipril,pipril,pipracil,85.71428571428572,C0701912,Pipracil,BN
pirilene 500 mg comprime,pirilene 500 mg comprime,piracetam 400 mg,85.5,C1132460,piracetam 400 MG,SCDC
pneumo 23,pneumo 23,pneumovax 23,85.71428571428572,C0947642,Pneumovax 23,BN
poly iclc,poly iclc,poly 4-vinylpyridine-n-oxide,85.5,C5789940,poly(4-vinylpyridine-N-oxide),IN
polyethylene glycol unspecified,polyethylene glycol unspecified,polyethylene glycol 200,85.95238095238095,C0982313,polyethylene glycol 200,IN
polyethylene glycolasparginaseasparginase,polyethylene glycolasparginaseasparginase,polyethylene glycol 1000,85.5,C0030773,polyethylene glycol 1000,IN
polyethylene glycolasparaginase,polyethylene glycolasparaginase,polyethylene glycol 15 / propylene glycol 20 nasal,85.5,C2927623,polyethylene glycol 15 % / propylene glycol 20 % Nasal Spray,PSN
polymyxin b sulfatetrimethoprim 10 mg bausch lomb,polymyxin b sulfatetrimethoprim 10 mg bausch lomb,polycarbophil 1000 mg,85.5,C1126250,calcium polycarbophil 1000 MG,SCDC
polyvinylpyrrolidone,polyvinylpyrrolidone,poly vinylpyrrolidone-co-vinyl-acetate,85.5,C0910966,poly(vinylpyrrolidone-co-vinyl-acetate),IN
ponstyl 250 mg gelule,ponstyl 250 mg gelule,ponatinib as ponatinib hydrochloride 10 mg oral,85.5,C5433081,ponatinib (as ponatinib hydrochloride) 10 MG Oral Tablet,SY
potassium phosphate 3 mmolml,potassium phosphate 3 mmolml,3 0 2 ml esketamine 140 mg/ml nasal spravato pack spravato 84 mg dose kit,85.5,C4762652,{3 (0.2 ML) (esketamine 140 MG/ML Nasal Spray [Spravato]) } Pack [Spravato 84 MG Dose Kit],BPCK
prazine promazine hydrochloride,prazine promazine hydrochloride,pramcort hydrocortisone acetate 1 / pramoxine hydrochloride 1 rectal,85.5,C3163510,PramCort (hydrocortisone acetate 1 % / pramoxine hydrochloride 1 % ) Rectal Cream,SY
pregabaline capsule 25 mg milligram,pregabaline 25 mg milligram,pre folic vitamin c 100 mg / folic acid 1 mg extended release oral,85.5,C1584810,Pre Folic (vitamin C 100 MG / folic acid 1 MG) Extended Release Oral Tablet,SY
pridol,pridol,pridinol,85.71428571428572,C0071968,pridinol,IN
primene 10 amino acids solution for injection bottle,primene 10 amino acids for bottle,prilocaine 10 mg/ml,85.5,C1127970,prilocaine 10 MG/ML,SCDC
proactiv cleansing body bar,proactiv cleansing body bar,pro pet dental cleansing liquid 0 1 oral rinse,85.5,C2746170,Pro Pet Dental Cleansing Liquid 0.1 % Oral Rinse,PSN
proactiv emergency blemish relief,proactiv emergency blemish relief,pro pet skin relief,85.5,C2746182,Pro Pet Skin Relief,BN
proactiv skin smoothing exfoliator,proactiv skin smoothing exfoliator,pro pet skin relief,85.5,C2746182,Pro Pet Skin Relief,BN
proactiv 1 renewing cleanser,proactiv 1 renewing cleanser,pro pet dental cleansing liquid 0 1 oral rinse,85.5,C2746170,Pro Pet Dental Cleansing Liquid 0.1 % Oral Rinse,PSN
proactiv deep cleansing wash,proactiv deep cleansing wash,pro pet dental cleansing liquid 0 1 oral rinse,85.5,C2746170,Pro Pet Dental Cleansing Liquid 0.1 % Oral Rinse,PSN
proactiv plus cleansing body bar,proactiv plus cleansing body bar,pro pet dental cleansing liquid 1 mg/ml mouthwash,85.5,C2746170,Pro Pet Dental Cleansing Liquid 1 MG/ML Mouthwash,SY
proactiv plus complexion perfecting hydrator,proactiv plus complexion perfecting hydrator,pro vent plus,85.5,C1588961,Pro Vent Plus,BN
proactiv plus emergency blemish relief,proactiv plus emergency blemish relief,pro pet skin relief,85.5,C2746182,Pro Pet Skin Relief,BN
proactiv plus pore targeting treatment,proactiv plus pore targeting treatment,pro vent plus,85.5,C1588961,Pro Vent Plus,BN
proactiv plus skin purifying mask,proactiv plus skin purifying mask,pro pet skin relief,85.5,C2746182,Pro Pet Skin Relief,BN
proactiv skin lightening,proactiv skin lightening,pro pet skin relief 20 mg/ml topical,85.5,C2741136,Pro Pet Skin Relief 20 MG/ML Topical Spray,SY
proactiv solution daily protection plus sunscreen spf 30,proactiv daily protection plus sunscreen spf 30,pro vent plus,85.5,C1588961,Pro Vent Plus,BN
proactiv solution deep cleansing wash,proactiv deep cleansing wash,pro pet dental cleansing liquid 0 1 oral rinse,85.5,C2746170,Pro Pet Dental Cleansing Liquid 0.1 % Oral Rinse,PSN
proactiv solution oil free moisture spf 15,proactiv oil free moisture spf 15,probanthine 15 mg oral,85.5,C0353820,Probanthine 15 MG Oral Tablet,SY
proactivplus skin smoothing exfoliator,proactivplus skin smoothing exfoliator,pro pet skin relief,85.5,C2746182,Pro Pet Skin Relief,BN
procoralan 5 mg,procoralan 5 mg,pro pet antiseptic 0 5 mg/ml topical,85.5,C2746165,Pro Pet Antiseptic 0.5 MG/ML Topical Spray,SY
procuta 40 mg,procuta 40 mg,pro pet de wormer 250 mg per 5 ml oral,85.5,C2741155,Pro Pet De Wormer 250 MG per 5 ML Oral Solution,SY
profenid,profenid,profender 1 98 / 7 94 topical,84.0,C2729539,Profender 1.98 % / 7.94 % Topical Solution,PSN
prograft tacrolimus capsule 5 mg milligram,prograft tacrolimus 5 mg milligram,pro pet 0 5 topical,85.5,C2741092,Pro Pet 0.5 % Topical Spray,PSN
prolastinc liquid,prolastinc liquid,pro pet de wormer oral liquid product,85.5,C3232823,Pro Pet De Wormer Oral Liquid Product,SBDG
promethazine hydrochloride and codeine phosphate,promethazine hydrochloride and codeine phosphate,procainamide hydrochloride,85.5,C0600311,procainamide hydrochloride,PIN
proneurin 25,proneurin 25,prochlorperazine 25 mg,85.5,C0989278,prochlorperazine 25 MG,SCDC
propacetamol hydrochloride,propacetamol hydrochloride,procainamide hydrochloride 100 mg/ml injectable,85.5,C0772614,procainamide hydrochloride 100 MG/ML Injectable Solution,SCD
proparacaine hydrochloride ophthalmic solution usp 05,proparacaine hydrochloride ophthalmic usp 05,procainamide hydrochloride,85.5,C0600311,procainamide hydrochloride,PIN
propofol 1 manufacturer unknown,propofol 1 manufacturer unknown,pro pet dental cleansing liquid 1 mg/ml mouthwash,85.5,C2746170,Pro Pet Dental Cleansing Liquid 1 MG/ML Mouthwash,SY
propofol 150 mcgkghr used precedex rate in pump,propofol 150 mcgkghr used precedex rate in pump,procentra 5 mg in 5 ml oral,85.5,C2683535,ProCentra 5 MG in 5 mL Oral Solution,PSN
propofol lctmct 10 mgml fresenius,propofol lctmct 10 mgml fresenius,pro-symbioflor enterococcus faecalis 10 000 000 unt/ml / escherichia coli 10 000 000 unt/ml oral,85.5,C2725074,"Pro-Symbioflor (Enterococcus faecalis 10,000,000 UNT/ML / Escherichia coli 10,000,000 UNT/ML) Oral Suspension",SY
propranolol hydrochloride propranolol hydrochloride,propranolol hydrochloride propranolol hydrochloride,procainamide hydrochloride,85.5,C0600311,procainamide hydrochloride,PIN
prostigmine 05 mg1 ml solution injectable,prostigmine 05 mg1 ml injectable,procainamide hcl 1000 mg in 10 ml prefilled syringe,85.5,C4293820,procainamide HCl 1000 MG in 10 ML Prefilled Syringe,PSN
prozac fluoxetine hydrochloride,prozac fluoxetine hydrochloride,procainamide hydrochloride 100 mg/ml injectable,85.5,C0772614,procainamide hydrochloride 100 MG/ML Injectable Solution,SCD
prozin chlorpromazine hydrochloride,prozin chlorpromazine hydrochloride,procainamide hydrochloride 100 mg/ml injectable pronestyl,85.5,C0708920,procainamide hydrochloride 100 MG/ML Injectable Solution [Pronestyl],SBD
pyostacine 500 mg comprim pellicul s cable,pyostacine 500 mg comprim pellicul s cable,pyopen 500 mg/ml injectable,85.5,C0355956,Pyopen 500 MG/ML Injectable Solution,SY
pyostacine 500 mg comprime pellicule secable,pyostacine 500 mg comprime pellicule secable,pyopen 500 mg/ml injectable,85.5,C0355956,Pyopen 500 MG/ML Injectable Solution,SY
pyramide,pyramide,pyrazinamide,80.0,C0034239,pyrazinamide,IN
pyrazynamid,pyrazynamid,pyrazinamide,86.95652173913044,C0034239,pyrazinamide,IN
paracetamol acetaminophencodeine phosphate unknown,paracetamol acetaminophencodeine phosphate unknown,paracets,84.0,C0591949,Paracets,BN
paracetamol 500mg,paracetamol 500mg,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol arrow,paracetamol arrow,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol arrow tablet 1 g,paracetamol arrow 1 g,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamolacetaminophen,paracetamolacetaminophen,paracets,84.0,C0591949,Paracets,BN
paroxetin aurobindo filmcoated tablet 20mg,paroxetin aurobindo filmcoated 20mg,paroxetine,85.26315789473685,C0070122,paroxetine,IN
pegylated l asparaginase,pegylated l asparaginase,peg 3350 420 gm / potassium chloride 1 48 gm / sodium bicarbonate 5 72 gm / sodium chloride 11 2 gm per 4 l powder for oral,85.5,C2345786,PEG 3350 420 GM / potassium chloride 1.48 GM / sodium bicarbonate 5.72 GM / sodium chloride 11.2 GM per 4 L Powder for Oral Solution,SY
pegylated asparpagase,pegylated asparpagase,pegylax,83.07692307692308,C3709689,Pegylax,BN
phenobarbital hyoscyamine atropine scopolamine,phenobarbital hyoscyamine atropine scopolamine,phenazopyridine hcl 150 mg / hyoscyamine hbr 0 3 mg / butabarbital 15 mg oral,85.5,C0975069,phenazopyridine HCl 150 MG / hyoscyamine HBr 0.3 MG / butabarbital 15 MG Oral Tablet,PSN
polymixin b,polymixin b,poly pact bacitracin 0 5 unt/mg / polymyxin b 10 unt/mg ophthalmic,85.5,C1613580,Poly Pact (bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG) Ophthalmic Ointment,SY
prodif 100,prodif 100,pro-tec gold 100 mg/ml topical,85.5,C5210628,Pro-Tec Gold 100 MG/ML Topical Solution,SY
propofol panpharma 10 mgml emulsion injectable,propofol panpharma 10 mgml emulsion injectable,pro-pen-g injectable product,85.5,C3249756,Pro-Pen-G Injectable Product,SBDG
propranolol hydrochloride aellc,propranolol hydrochloride aellc,procainamide hydrochloride 100 mg/ml injectable,85.5,C0772614,procainamide hydrochloride 100 MG/ML Injectable Solution,SCD
quasense watson pharmaceuticals,quasense watson pharmaceuticals,quasense 91 day pack,85.5,C1814890,Quasense 91 Day Pack,PSN
quetiapin accord,quetiapin accord,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapinhormosan 400 mg retardtabletten,quetiapinhormosan 400 mg retardtabletten,quelicin 1000 mg in 10 ml,85.5,C0709524,Quelicin 1000 MG in 10 ML Injection,PSN
quetiapina doc generici compresse rivestite con film,quetiapina doc generici compresse rivestite con film,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapina teva teva italia srl,quetiapina teva teva italia srl,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapina teva italia 50 mg compresse a rilascio prolungato,quetiapina teva italia 50 mg compresse a rilascio prolungato,queen palm pollen extract 50 mg/ml,85.5,C2727913,queen palm pollen extract 50 MG/ML,SCDC
quetiapin pfizer,quetiapin pfizer,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapin ratiopharm 200 mg filmtabletten,quetiapin ratiopharm 200 mg filmtabletten,quelicin 1000 mg in 10 ml,85.5,C0709524,Quelicin 1000 MG in 10 ML Injection,PSN
quetiapin ratiopharm 400 mg retardtabletten,quetiapin ratiopharm 400 mg retardtabletten,quelicin 1000 mg in 10 ml,85.5,C0709524,Quelicin 1000 MG in 10 ML Injection,PSN
quetiapin ratiopharm 50 mg filmtabletten,quetiapin ratiopharm 50 mg filmtabletten,quelicin 1000 mg in 10 ml,85.5,C0709524,Quelicin 1000 MG in 10 ML Injection,PSN
r gene,r gene,r - equol,85.5,C3892880,(R) - EQUOL,SY
rabbit antithymocyte immunoglobulin,rabbit antithymocyte immunoglobulin,rabbit anti-human t-lymphocyte globulin 25 mg thymoglobulin,85.5,C0359162,rabbit anti-human T-lymphocyte globulin 25 MG Injection [Thymoglobulin],SBD
rabbit human t lymphocyte immunoglobulin,rabbit human t lymphocyte immunoglobulin,rabbit allergenic extract,85.5,C2093603,rabbit allergenic extract,IN
rabies immuneglobulin,rabies immuneglobulin,rabies immune globulin human,85.71428571428572,C0301503,"rabies immune globulin, human",IN
rabies immunoglobin,rabies immunoglobin,rabies immune globulin human 150 unt/ml,85.5,C2363295,"rabies immune globulin, human 150 UNT/ML Injection",SCD
rabies vaccine,rabies vaccine,rabies immune globulin human,85.5,C0301503,"rabies immune globulin, human",IN
racemic epinephrine,racemic epinephrine,racepinephrine,84.84848484848484,C0205758,racepinephrine,IN
radiation,radiation,radium cation,81.81818181818181,C3848574,radium cation,PIN
recombinant human growth hormone,recombinant human growth hormone,recombinant antihemophilic factor viii 100 unt/ml,85.5,C2355673,recombinant antihemophilic factor VIII 100 UNT/ML,SCDC
recombinant polio virus vaccine istari oncology recombinant poliovirus therapy,recombinant polio virus vaccine istari oncology recombinant poliovirus therapy,recombinant antihemophilic factor viii,85.5,C0795577,recombinant antihemophilic factor VIII,PIN
recombinant poliovirus,recombinant poliovirus,recombinant antihemophilic factor viii,85.5,C0795577,recombinant antihemophilic factor VIII,PIN
regular strength tylenol,regular strength tylenol,regular insulin 90 inhalation powder pack - 60 4 unt 30 8 unt,85.5,C3848699,"regular insulin 90 Inhalation Powder Pack - 60 (4 UNT), 30 (8 UNT)",PSN
resical calcium polystyrene sulfonate powder for oral suspension,resical calcium polystyrene sulfonate powder for oral,res-q-dent 5 oral paste,85.5,C3644799,RES-Q-DENT 5 % Oral Paste,PSN
resilient 83 mg compresse a rilascio prolungato,resilient 83 mg compresse a rilascio prolungato,rescinnamine 0 25 mg,85.5,C0989616,rescinnamine 0.25 MG,SCDC
resitune 75 mg comprime gastro resistant,resitune 75 mg comprime gastro resistant,rescinnamine 0 25 mg,85.5,C0989616,rescinnamine 0.25 MG,SCDC
rhinureflex,rhinureflex,rhinoflex,80.0,C0939467,Rhinoflex,BN
rhod immune globulin intravenous human,rhod immune globulin intravenous human,rho d immune globulin,87.8048780487805,C0073188,Rho(D) immune globulin,IN
rimactan sandoz,rimactan sandoz,rimactane,84.70588235294117,C0699925,Rimactane,BN
rimactazid,rimactazid,rimacid,82.35294117647058,C0592061,Rimacid,BN
risedronaatnatrium apotex wekelijks filmomhulde tabletten,risedronaatnatrium apotex wekelijks filmomhulde tabletten,risedronate,81.81818181818181,C0246719,risedronate,IN
risperidal depot injection,risperidal depot,risperdal,80.0,C0592071,Risperdal,BN
risperidon 1 a pharma,risperidon 1 a pharma,risperidone,85.71428571428571,C0073393,risperidone,IN
risperidon drank,risperidon drank,risperidone oral,81.25,C1247860,risperidone Oral Solution,SCDF
risperidona 7201a,risperidona 7201a,risperidone,85.71428571428571,C0073393,risperidone,IN
