Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
Rimegepant,rimegepant,rimegepant,C4519126,rimegepant,IN
Rimexolone,rimexolone,rimexolone,C0140594,rimexolone,IN
Riociguat,riociguat,riociguat,C2717561,riociguat,IN
Risankizumab-rzaa,risankizumab-rzaa,risankizumab-rzaa,C4766117,risankizumab-rzaa,PIN
Risdiplam,risdiplam,risdiplam,C5139676,risdiplam,IN
Risedronate Sodium,risedronate sodium,risedronate,C0166025,risedronate sodium,PIN
Risperidone,risperidone,risperidone,C0073393,risperidone,IN
Ritlecitinib,ritlecitinib,ritlecitinib,C5418278,ritlecitinib,IN
Ritonavir,ritonavir,ritonavir,C0292818,ritonavir,IN
Rituximab,rituximab,rituximab,C0393022,rituximab,IN
riTUXimab-abbs,rituximab-abbs,rituximab-abbs,C4741328,rituximab-abbs,PIN
riTUXimab-pvvr,rituximab-pvvr,rituximab-pvvr,C5195655,rituximab-pvvr,PIN
Rivaroxaban,rivaroxaban,rivaroxaban,C1739768,rivaroxaban,IN
Rivaroxaban;Rivaroxaban,rivaroxaban rivaroxaban,rivaroxaban rivaroxaban,C1739768,rivaroxaban,IN
Rivastigmine,rivastigmine,rivastigmine,C0649350,rivastigmine,IN
Rivastigmine Tartrate,rivastigmine tartrate,rivastigmine,C0772415,rivastigmine tartrate,PIN
Rizatriptan Benzoate,rizatriptan benzoate,rizatriptan benzoate,C0772420,rizatriptan benzoate,PIN
Roflumilast,roflumilast,roflumilast,C0965618,roflumilast,IN
Romiplostim,romiplostim,romiplostim,C2364481,romiplostim,IN
Ropeginterferon Alfa-2b-njft,ropeginterferon alfa-2b-njft,ropeginterferon alfa-2b-njft,C5561179,ropeginterferon alfa-2b-njft,PIN
Ropinirole Hydrochloride,ropinirole hydrochloride,ropinirole,C0771840,ropinirole hydrochloride,PIN
Ropivacaine Hydrochloride,ropivacaine hydrochloride,ropivacaine,C0771826,ropivacaine hydrochloride,PIN
Rosiglitazone Maleate,rosiglitazone maleate,rosiglitazone maleate,C0795660,rosiglitazone maleate,PIN
Rosuvastatin Calcium,rosuvastatin calcium,rosuvastatin,C1101751,rosuvastatin calcium,PIN
"Rotavirus Vaccine, Live",rotavirus vaccine live,rotavirus vaccine live,C2364569,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain",IN
"Rotavirus Vaccine, Live, Pentavalent",rotavirus vaccine live pentavalent,rotavirus vaccine live pentavalent,C2344320,"rotavirus, live pentavalent (RV5) Oral Vaccine",PSN
Rotigotine,rotigotine,rotigotine,C1700683,rotigotine,IN
Rufinamide,rufinamide,rufinamide,C0213404,rufinamide,IN
Ruxolitinib,ruxolitinib,ruxolitinib,C2931926,ruxolitinib,IN
Ruxolitinib Phosphate,ruxolitinib phosphate,ruxolitinib,C3247907,ruxolitinib phosphate,PIN
Saccharin Sodium,saccharin sodium,saccharin,C0917900,saccharin sodium,PIN
Saccharomyces Boulardii,saccharomyces boulardii,saccharomyces boulardii,C0772093,Saccharomyces boulardii,IN
Sacrosidase,sacrosidase,sacrosidase,C0718043,sacrosidase,IN
Sacubitril/Valsartan,sacubitril/valsartan,sacubitril/valsartan,C4033447,sacubitril,IN
Safflower Oil,safflower oil,safflower oil,C0036048,safflower oil,IN
Salicylic Acid,salicylic acid,salicylic acid,C0036079,salicylic acid,IN
Salicylic Acid;Cleanser,salicylic acid cleanser,salicylic acid cleanser,C0036079,salicylic acid,IN
Salicylic Acid;Salicylic Acid,salicylic acid salicylic acid,salicylic acid salicylic acid,C0036079,salicylic acid,IN
Salicylic Acid/Sodium Thiosulfate,salicylic acid/sodium thiosulfate,salicylic acid/sodium thiosulfate,C0036079,salicylic acid,IN
Salicylic Acid/Sulfur,salicylic acid/sulfur,salicylic acid/sulfur,C0036079,salicylic acid,IN
Saliva Substitutes,saliva substitutes,saliva substitutes,,,
Salmeterol Xinafoate,salmeterol xinafoate,salmeterol xinafoate,C0245531,salmeterol xinafoate,PIN
Salsalate,salsalate,salsalate,C0073983,salsalate,IN
Sapropterin,sapropterin,sapropterin,C0048897,sapropterin,IN
Sapropterin Dihydrochloride,sapropterin dihydrochloride,sapropterin dihydrochloride,C1996349,sapropterin dihydrochloride,PIN
Sarecycline,sarecycline,sarecycline,C4519292,sarecycline,IN
Sargramostim,sargramostim,sargramostim,C0216231,sargramostim,IN
Sarilumab,sarilumab,sarilumab,C3885145,sarilumab,IN
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)",sars-cov-2 covid-19 vaccine mrna moderna,sars-cov-2 covid-19 vaccine mrna moderna,,,
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",sars-cov-2 covid-19 vaccine mrna pfizer,sars-cov-2 covid-19 vaccine mrna pfizer,,,
Satralizumab-mwge,satralizumab-mwge,satralizumab-mwge,C5399366,satralizumab-mwge,PIN
Scopolamine,scopolamine,scopolamine,C0036442,scopolamine,IN
Scopolamine Hydrobromide,scopolamine hydrobromide,scopolamine hydrobromide,C0036444,scopolamine hydrobromide,PIN
Sebelipase Alfa,sebelipase alfa,sebelipase alfa,C4050579,sebelipase alfa,IN
Secnidazole,secnidazole,secnidazole,C0074246,secnidazole,IN
Secukinumab,secukinumab,secukinumab,C3179547,secukinumab,IN
Selegiline,selegiline,selegiline,C0036579,selegiline,IN
Selegiline Hydrochloride,selegiline hydrochloride,selegiline,C0700467,selegiline hydrochloride,PIN
Selenium,selenium,selenium,C0036581,selenium,IN
Selenium Sulfide,selenium sulfide,selenium sulfide,C0074281,selenium sulfide,IN
Selexipag,selexipag,selexipag,C2000145,selexipag,IN
Selexipag;Selexipag,selexipag selexipag,selexipag selexipag,C2000145,selexipag,IN
Selinexor,selinexor,selinexor,C3852671,selinexor,IN
Selumetinib,selumetinib,selumetinib,C2980074,selumetinib,IN
Semaglutide,semaglutide,semaglutide,C3885068,semaglutide,IN
Senna,senna,senna,C1700832,senna 176 MG in 5 mL Oral Solution,PSN
Senna Leaf Extract,senna leaf extract,senna leaf extract,C1576662,Senna leaf extract,IN
Sennosides,sennosides,sennosides,C3489575,"sennosides, USP",IN
Sennosides A and B,sennosides a and b,sennosides a and b,C0980141,sennosides A and B 8.6 MG Oral Tablet,SY
Serine,serine,serine,C0036720,serine,IN
Sertaconazole Nitrate,sertaconazole nitrate,sertaconazole,C0771896,sertaconazole nitrate,PIN
Sertraline Hydrochloride,sertraline hydrochloride,sertraline,C0600526,sertraline hydrochloride,PIN
"Set, Administration, Intravenous, Needle-Free",set administration intravenous needle-free,set administration intravenous needle-free,,,
Setmelanotide,setmelanotide,setmelanotide,C4279595,setmelanotide,IN
Sevelamer Carbonate,sevelamer carbonate,sevelamer carbonate,C1721288,sevelamer carbonate,PIN
Sevelamer Hydrochloride,sevelamer hydrochloride,sevelamer,C0772463,sevelamer hydrochloride,PIN
"Shampoo, Multi Ingredient",shampoo multi ingredient,shampoo multi ingredient,,,
Short Ragweed Pollen Allergen Extract,short ragweed pollen allergen extract,short ragweed pollen allergen extract,C2731839,short ragweed pollen extract,IN
Sildenafil Citrate,sildenafil citrate,sildenafil citrate,C0724693,sildenafil citrate,PIN
"Silica Gel, Micronized",silica gel micronized,silica gel micronized,C0037098,silica,SY
Silicone,silicone,silicone,C0037114,silicones,IN
Silodosin,silodosin,silodosin,C1870115,silodosin,IN
Silver,silver,silver,C0037125,silver,IN
Silver Nitrate,silver nitrate,silver,C0037129,silver nitrate,IN
Silver Sulfadiazine,silver sulfadiazine,silver sulfadiazine,C0037134,silver sulfadiazine,IN
Simethicone,simethicone,simethicone,C0037138,simethicone,IN
Simvastatin,simvastatin,simvastatin,C0074554,simvastatin,IN
Sinecatechins,sinecatechins,sinecatechins,C1960121,sinecatechins,IN
Sirolimus,sirolimus,sirolimus,C0072980,sirolimus,IN
Sitagliptin Phosphate,sitagliptin phosphate,sitagliptin,C1667080,sitagliptin phosphate,PIN
Sodium Benzoate,sodium benzoate,benzoate,C0142805,sodium benzoate,PIN
Sodium Bicarbonate,sodium bicarbonate,bicarbonate,C0074722,sodium bicarbonate,IN
Sodium Bicarbonate/Sodium Chloride,sodium bicarbonate/sodium chloride,bicarbonate/sodium chloride,C0054465,calcium bicarbonate,IN
Sodium Butyrate,sodium butyrate,butyrate,C0220802,butyrate,IN
Sodium Caprate,sodium caprate,caprate,,,
Sodium Chloride,sodium chloride,chloride,C0037494,sodium chloride,IN
Sodium Chloride;Yellow Fever Vaccine,sodium chloride yellow fever vaccine,chloride yellow fever vaccine,C0006686,calcium chloride,IN
Sodium Ferric Gluconate Complex,sodium ferric gluconate complex,ferric gluconate complex,C0875947,sodium ferric gluconate complex,IN
Sodium Fluoride,sodium fluoride,fluoride,C0037508,sodium fluoride,IN
Sodium Hydroxide,sodium hydroxide,hydroxide,C0037517,sodium hydroxide,IN
Sodium Hypochlorite,sodium hypochlorite,hypochlorite,C0037518,sodium hypochlorite,PIN
Sodium Oxybate,sodium oxybate,oxybate,C0037537,sodium oxybate,PIN
Sodium Phenylbutyrate,sodium phenylbutyrate,phenylbutyrate,C0718066,sodium phenylbutyrate,PIN
Sodium Phosphate,sodium phosphate,,C0074757,sodium phosphate,IN
"Sodium Phosphate, Monobasic",sodium phosphate monobasic,monobasic,C0770578,"sodium phosphate, monobasic",IN
Sodium Polystyrene Sulfonate,sodium polystyrene sulfonate,polystyrene sulfonate,C0142915,sodium polystyrene sulfonate,IN
Sodium Succinate,sodium succinate,,C0142928,sodium succinate,IN
Sodium Zirconium Cyclosilicate,sodium zirconium cyclosilicate,zirconium cyclosilicate,C4045824,sodium zirconium cyclosilicate,IN
Sofosbuvir,sofosbuvir,sofosbuvir,C2976303,sofosbuvir,IN
Sofosbuvir/Velpatasvir,sofosbuvir/velpatasvir,sofosbuvir/velpatasvir,C2976303,sofosbuvir,IN
Solifenacin Succinate,solifenacin succinate,solifenacin,C1509436,solifenacin succinate,PIN
Solriamfetol,solriamfetol,solriamfetol,C4726765,solriamfetol,IN
"Solution, Multi Ingredient",multi ingredient,multi ingredient,,,
Somapacitan-beco,somapacitan-beco,somapacitan-beco,C5401639,somapacitan-beco,PIN
Somatrogon-ghla,somatrogon-ghla,somatrogon-ghla,C5834201,somatrogon-ghla,PIN
"Somatropin, E-Coli Derived",somatropin e-coli derived,somatropin e-coli derived,C1273044,"somatropin, E-coli derived",PIN
"Somatropin, Mammalian Derived",somatropin mammalian derived,somatropin mammalian derived,C0702216,Soma,BN
Sorafenib Tosylate,sorafenib tosylate,sorafenib tosylate,C1676709,sorafenib tosylate,PIN
Sorbitol,sorbitol,sorbitol,C0037688,sorbitol,IN
Sotalol Hydrochloride,sotalol hydrochloride,sotalol,C0026289,sotalol hydrochloride,PIN
Soy Protein,soy protein,soy protein,C0677666,soy protein isolate,IN
Soybean Oil,soybean oil,soybean oil,C0037732,soybean oil,IN
"Spacer, Inhalation",spacer inhalation,spacer inhalation,,,
Sparsentan,sparsentan,sparsentan,C4489760,sparsentan,IN
Spinosad,spinosad,spinosad,C0961781,spinosad,IN
Spironolactone,spironolactone,spironolactone,C0037982,spironolactone,IN
"Spironolactone, Micronized",spironolactone micronized,spironolactone micronized,C0723422,Spironol,BN
"Spray, Multi Ingredient",multi ingredient,multi ingredient,,,
Squaric Acid Dibutylester,squaric acid dibutylester,squaric acid dibutylester,,,
Stannous Fluoride,stannous fluoride,stannous fluoride,C0038143,stannous fluoride,IN
"Starch, Corn",starch corn,starch corn,C3256938,sodium starch,PIN
Stavudine,stavudine,stavudine,C0164662,stavudine,IN
Stearic Acid,stearic acid,stearic acid,C0038229,stearic acid,PIN
Stevia Extract,stevia extract,stevia extract,,,
Steviol Glycosides,steviol glycosides,steviol glycosides,C0075245,steviol,IN
Stiripentol,stiripentol,stiripentol,C0075262,stiripentol,IN
Streptomycin Sulfate,streptomycin sulfate,streptomycin,C0038426,streptomycin sulfate,PIN
"Strip, Adhesive",strip adhesive,strip adhesive,,,
Succimer,succimer,succimer,C0012384,succimer,IN
Succinic Acid;Multivitamin and Iron,succinic acid multivitamin and iron,succinic acid multivitamin and iron,C0075429,succinic acid,IN
Sucralfate,sucralfate,sucralfate,C0038633,sucralfate,IN
Sucroferric Oxyhydroxide,sucroferric oxyhydroxide,sucroferric oxyhydroxide,C3696416,sucroferric oxyhydroxide,IN
Sucrose,sucrose,sucrose,C0038636,sucrose,IN
Sucrose Octaacetate,sucrose octaacetate,sucrose octaacetate,C0075478,sucrose octaacetate,IN
Sugammadex,sugammadex,sugammadex,C1700695,sugammadex,IN
Sulconazole Nitrate,sulconazole nitrate,sulconazole,C0144004,sulconazole nitrate,PIN
Sulfacetamide Na/Sulfur;Cleanser and Moisturizer,sulfacetamide na/sulfur cleanser and moisturizer,sulfacetamide na/sulfur cleanser and moisturizer,C0723507,Sulfacet Sodium,BN
Sulfacetamide Na/Sulfur;Sunscreen,sulfacetamide na/sulfur sunscreen,sulfacetamide na/sulfur sunscreen,C2927744,Sulfac,BN
Sulfacetamide Sodium,sulfacetamide sodium,sulfacetamide,C0282356,sulfacetamide sodium,PIN
Sulfacetamide Sodium/Sulfur,sulfacetamide sodium/sulfur,sulfacetamide sodium/sulfur,C2927744,Sulfac,BN
Sulfadiazine,sulfadiazine,sulfadiazine,C0038675,sulfadiazine,IN
Sulfamethoxazole,sulfamethoxazole,sulfamethoxazole,C0038689,sulfamethoxazole,IN
"Sulfamethoxazole, Micronized",sulfamethoxazole micronized,sulfamethoxazole micronized,,,
Sulfamethoxazole/Trimethoprim,sulfamethoxazole/trimethoprim,sulfamethoxazole/trimethoprim,,,
Sulfanilamide,sulfanilamide,sulfanilamide,C0038702,sulfanilamide,IN
Sulfapyridine,sulfapyridine,sulfapyridine,C0038710,sulfapyridine,IN
Sulfasalazine,sulfasalazine,sulfasalazine,C0036078,sulfasalazine,IN
Sulfur,sulfur,sulfur,C0038774,sulfur,IN
Sulfuric Acid,sulfuric acid,sulfuric acid,C0038784,sulfuric acid,IN
Sulindac,sulindac,sulindac,C0038792,sulindac,IN
Sumatriptan,sumatriptan,sumatriptan,C0075632,sumatriptan,IN
Sumatriptan Succinate,sumatriptan succinate,sumatriptan,C0206599,sumatriptan succinate,PIN
Sunitinib Malate,sunitinib malate,sunitinib malate,C1700685,sunitinib malate,PIN
Suppository Base,suppository base,suppository base,C0038854,Suppository,DF
"Suspension, Multi Ingredient",multi ingredient,multi ingredient,,,
Suvorexant,suvorexant,suvorexant,C3179535,suvorexant,IN
Syringe,syringe,syringe,,,
Syringe and Needle,syringe and needle,syringe and needle,,,
"Syringe, Allergy",syringe allergy,syringe allergy,,,
"Syringe, Oral",syringe oral,syringe oral,,,
"Syrup, Multi Ingredient",multi ingredient,multi ingredient,,,
Tacrolimus,tacrolimus,tacrolimus,C0085149,tacrolimus,IN
Tadalafil,tadalafil,tadalafil,C1176316,tadalafil,IN
Tafenoquine,tafenoquine,tafenoquine,C0903411,tafenoquine,IN
Tafluprost,tafluprost,tafluprost,C1451502,tafluprost,IN
Talazoparib,talazoparib,talazoparib,C4042960,talazoparib,IN
Talc,talc,talc,C0039267,talc,IN
Tamoxifen Citrate,tamoxifen citrate,tamoxifen citrate,C0079589,tamoxifen citrate,PIN
Tamsulosin Hydrochloride,tamsulosin hydrochloride,tamsulosin,C0771774,tamsulosin hydrochloride,PIN
Tangerine Oil,tangerine oil,tangerine oil,,,
Tannic Acid,tannic acid,tannic acid,C0039294,tannic acid,IN
"Tape, Adhesive",tape adhesive,tape adhesive,,,
Tapentadol Hydrochloride,tapentadol hydrochloride,tapentadol,C2710874,tapentadol hydrochloride,PIN
Tapinarof,tapinarof,tapinarof,C4541381,tapinarof,IN
Tasimelteon,tasimelteon,tasimelteon,C1313052,tasimelteon,IN
Taurine,taurine,taurine,C0039350,taurine,IN
Tavaborole,tavaborole,tavaborole,C3642427,tavaborole,IN
Tazarotene,tazarotene,tazarotene,C0288792,tazarotene,IN
Tazemetostat,tazemetostat,tazemetostat,C4086895,tazemetostat,IN
Tbo-Filgrastim,tbo-filgrastim,tbo-filgrastim,C3542463,tbo-filgrastim,PIN
Tdap Vaccine,tdap vaccine,tdap vaccine,,,
Tedizolid Phosphate,tedizolid phosphate,tedizolid,C2930762,tedizolid phosphate,PIN
Teduglutide,teduglutide,teduglutide,C1530889,teduglutide,IN
Tegaserod Maleate,tegaserod maleate,tegaserod maleate,C1137921,tegaserod maleate,PIN
Telmisartan,telmisartan,telmisartan,C0248719,telmisartan,IN
Temazepam,temazepam,temazepam,C0039468,temazepam,IN
Temozolomide,temozolomide,temozolomide,C0076080,temozolomide,IN
Tenapanor,tenapanor,tenapanor,C4043480,tenapanor,IN
Tenofovir Alafenamide,tenofovir alafenamide,tenofovir alafenamide,C3713958,tenofovir alafenamide,IN
Tenofovir Disoproxil Fumarate,tenofovir disoproxil fumarate,tenofovir disoproxil,C1099776,tenofovir disoproxil fumarate,PIN
Teplizumab-mzwv,teplizumab-mzwv,teplizumab-mzwv,C5761814,teplizumab-mzwv,PIN
Terazosin Hydrochloride,terazosin hydrochloride,terazosin,C0770137,terazosin hydrochloride,PIN
Terbinafine,terbinafine,terbinafine,C0076110,terbinafine,IN
Terbinafine Hydrochloride,terbinafine hydrochloride,terbinafine,C0771029,terbinafine hydrochloride,PIN
Terbutaline Sulfate,terbutaline sulfate,terbutaline,C0039543,terbutaline sulfate,PIN
Terconazole,terconazole,terconazole,C0076115,terconazole,IN
Teriflunomide,teriflunomide,teriflunomide,C1718383,teriflunomide,IN
Teriparatide,teriparatide,teriparatide,C0070093,teriparatide,IN
Testosterone,testosterone,testosterone,C0039601,testosterone,IN
Testosterone Cypionate,testosterone cypionate,testosterone cypionate,C0076181,testosterone cypionate,PIN
Testosterone Enanthate,testosterone enanthate,testosterone enanthate,C0076189,testosterone enanthate,PIN
Testosterone Undecanoate,testosterone undecanoate,testosterone undecanoate,C0076195,testosterone undecanoate,PIN
"Testosterone, Micronized",testosterone micronized,testosterone micronized,C0724701,testosterone (micronized),PIN
Tetrabenazine,tetrabenazine,tetrabenazine,C0039623,tetrabenazine,IN
Tetracaine,tetracaine,tetracaine,C0039629,tetracaine,IN
Tetracaine Hydrochloride,tetracaine hydrochloride,tetracaine,C0304456,tetracaine hydrochloride,PIN
Tetracycline Hydrochloride,tetracycline hydrochloride,tetracycline,C0546879,tetracycline hydrochloride,PIN
Tetrahydrozoline Hydrochloride,tetrahydrozoline hydrochloride,tetrahydrozoline,C0148485,tetrahydrozoline hydrochloride,PIN
Tetrahydrozoline Hydrochloride/Zinc Sulfate,tetrahydrozoline hydrochloride/zinc sulfate,tetrahydrozoline hydrochloride/zinc,C0076286,tetrahydrozoline,IN
Tezepelumab-ekko,tezepelumab-ekko,tezepelumab-ekko,C5561491,tezepelumab-ekko,PIN
Thalidomide,thalidomide,thalidomide,C0039736,thalidomide,IN
Theophylline,theophylline,theophylline,C0039771,theophylline,IN
Thiamine,thiamine,thiamine,C0039840,thiamine,IN
Thiamine Hydrochloride,thiamine hydrochloride,thiamine,C0770309,thiamine hydrochloride,PIN
Thioctic Acid,thioctic acid,thioctic acid,C0023791,thioctic acid,PIN
Thioguanine,thioguanine,thioguanine,C0039902,thioguanine,IN
Thioridazine Hydrochloride,thioridazine hydrochloride,thioridazine,C0700499,thioridazine hydrochloride,PIN
Thiothixene,thiothixene,thiothixene,C0039955,thiothixene,IN
Thrombin,thrombin,thrombin,C0040018,thrombin,IN
"Thrombin Human, Recombinant",thrombin human recombinant,thrombin human recombinant,C0040018,thrombin,IN
"Thrombin, Bovine",thrombin bovine,thrombin bovine,C1337342,"thrombin, bovine",PIN
Thymol,thymol,thymol,C0040096,thymol,IN
Thyroid,thyroid,thyroid,C3265345,thyroid 113.75 MG Oral Tablet,PSN
Thyrotropin Alfa,thyrotropin alfa,thyrotropin alfa,C2587204,thyrotropin alfa,IN
Tiagabine Hydrochloride,tiagabine hydrochloride,tiagabine,C0772200,tiagabine hydrochloride,PIN
Ticagrelor,ticagrelor,ticagrelor,C1999375,ticagrelor,IN
Tick-Borne Encephalitis Vaccine,tick-borne encephalitis vaccine,tick-borne encephalitis vaccine,,,
Tigecycline,tigecycline,tigecycline,C1260298,tigecycline,IN
Timolol,timolol,timolol,C0040233,timolol,IN
Timolol Maleate,timolol maleate,timolol maleate,C0087093,timolol maleate,PIN
Timothy Grass Pollen Allergen Extract,timothy grass pollen allergen extract,timothy grass pollen allergen extract,C0981982,Timothy grass pollen extract,IN
Tinidazole,tinidazole,tinidazole,C0040263,tinidazole,IN
Tioconazole,tioconazole,tioconazole,C0076705,tioconazole,IN
Tiopronin,tiopronin,tiopronin,C0025405,tiopronin,IN
Tiotropium Bromide,tiotropium bromide,tiotropium,C1306772,tiotropium bromide,PIN
Tirzepatide,tirzepatide,tirzepatide,C5139934,tirzepatide,IN
Titanium Dioxide/Zinc Oxide,titanium dioxide/zinc oxide,titanium dioxide/zinc oxide,C0040302,titanium,IN
Tizanidine Hydrochloride,tizanidine hydrochloride,tizanidine,C0771735,tizanidine hydrochloride,PIN
Tobramycin,tobramycin,tobramycin,C0040341,tobramycin,IN
Tobramycin Sulfate,tobramycin sulfate,tobramycin,C0027519,tobramycin sulfate,PIN
Tocilizumab,tocilizumab,tocilizumab,C1609165,tocilizumab,IN
Tofacitinib Citrate,tofacitinib citrate,tofacitinib citrate,C2987431,tofacitinib citrate,PIN
Tolmetin Sodium,tolmetin sodium,tolmetin,C0087097,tolmetin sodium,PIN
