cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name
C2930789,IN,nintedanib,L01EX09,nintedanib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX09,nintedanib
C2931926,IN,ruxolitinib,D11AH09,ruxolitinib,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11AH,"Agents for dermatitis, excluding corticosteroids",D11AH09,ruxolitinib
C2931926,IN,ruxolitinib,L01EJ01,ruxolitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EJ,Janus-associated kinase (JAK) inhibitors (L01EJ),L01EJ01,ruxolitinib
C2931958,,,J05AH04,laninamivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,"Neuraminidase inhibitors, direct acting antivirals",J05AH04,laninamivir
C2932035,,,C01CX10,omecamtiv mecarbil,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants in ATC,C01CX10,omecamtiv mecarbil
C2932486,,,L01XH06,tucidinostat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XH,Histone deacetylase (HDAC) inhibitors,L01XH06,tucidinostat
C2934004,IN,fosdenopterin,A16AX19,fosdenopterin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AX,Various alimentary tract and metabolism products,A16AX19,fosdenopterin
C2934193,IN,olodaterol,R03AC19,olodaterol,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonist inhalants,R03AC19,olodaterol
C2934701,IN,ponesimod,L04AE04,ponesimod,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04AE04,ponesimod
C2935131,,,L01XH07,resminostat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XH,Histone deacetylase (HDAC) inhibitors,L01XH07,resminostat
C2935436,PIN,ado-trastuzumab emtansine,L01FD03,trastuzumab emtansine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,L01FD03,trastuzumab emtansine
C2936870,IN,cariprazine,N05AX15,cariprazine,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AX,Other antipsychotics in ATC,N05AX15,cariprazine
C2973446,IN,brentuximab vedotin,L01FX05,brentuximab vedotin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates in ATC,L01FX05,brentuximab vedotin
C2973895,IN,lixisenatide,A10BJ03,lixisenatide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,A10BJ03,lixisenatide
C2974289,IN,crizotinib,L01ED01,crizotinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,L01ED01,crizotinib
C2974521,IN,vorapaxar,B01AC26,vorapaxar,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,B01AC26,vorapaxar
C2974540,IN,canagliflozin,A10BK02,canagliflozin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A10BK02,canagliflozin
C2975395,,,L01XX78,navitoclax,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XX,Other antineoplastic agents in ATC,L01XX78,navitoclax
C2975435,IN,edoxaban,B01AF03,edoxaban,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,B01AF03,edoxaban
C2976303,IN,sofosbuvir,J05AP08,sofosbuvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,J05AP08,sofosbuvir
C2980074,IN,selumetinib,L01EE04,selumetinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EE,Mitogen-activated protein kinase (MEK) inhibitors,L01EE04,selumetinib
C2980091,IN,quizartinib,L01EX11,quizartinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX11,quizartinib
C2980094,IN,regorafenib,L01EX05,regorafenib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX05,regorafenib
C2981308,,,A10BH08,teneligliptin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,A10BH08,teneligliptin
C2981360,IN,lebrikizumab,D11AH10,lebrikizumab,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11AH,"Agents for dermatitis, excluding corticosteroids",D11AH10,lebrikizumab
C2982078,IN,benralizumab,R03DX10,benralizumab,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03DX,Other systemic drugs for obstructive airway diseases in ATC,R03DX10,benralizumab
C2983812,IN,mirabegron,G04BD12,mirabegron,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,G04BD12,mirabegron
C2983838,IN,omadacycline,J01AA15,omadacycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,Tetracycline antibiotics,J01AA,Tetracyclines,J01AA15,omadacycline
C2983945,IN,ozenoxacin,D06AX14,ozenoxacin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use in ATC,D06AX14,ozenoxacin
C2986924,IN,lenvatinib,L01EX08,lenvatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX08,lenvatinib
C2987417,IN,ponatinib,L01EA05,ponatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EA,BCR-ABL tyrosine kinase inhibitors,L01EA05,ponatinib
C2987429,IN,teprotumumab,L04AG13,teprotumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,L04AG13,teprotumumab
C2987430,IN,dacomitinib,L01EB07,dacomitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,L01EB07,dacomitinib
C2987603,IN,mogamulizumab,L01FX09,mogamulizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates in ATC,L01FX09,mogamulizumab
C2987648,IN,afatinib,L01EB03,afatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,L01EB03,afatinib
C2987670,IN,givinostat,M09AX14,givinostat,M,MUSCULO-SKELETAL SYSTEM DRUGS,M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09AX,Other drugs for disorders of the musculo-skeletal system in ATC,M09AX14,givinostat
C2987716,IN,vismodegib,L01XJ01,vismodegib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XJ,Hedgehog pathway inhibitors,L01XJ01,vismodegib
C3177235,IN,cobicistat,V03AX03,cobicistat,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AX,Other therapeutic products in ATC,V03AX03,cobicistat
C3179470,IN,remimazolam,N05CD14,remimazolam,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivative hypnotics and sedatives,N05CD14,remimazolam
C3179535,IN,suvorexant,N05CJ01,suvorexant,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CJ,Orexin receptor antagonists,N05CJ01,suvorexant
C3179547,IN,secukinumab,L04AC10,secukinumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC10,secukinumab
C3179549,IN,dulaglutide,A10BJ05,dulaglutide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,A10BJ05,dulaglutide
C3181682,IN,cabozantinib,L01EX07,cabozantinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX07,cabozantinib
C3192263,IN,vemurafenib,L01EC01,vemurafenib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,L01EC01,vemurafenib
C3195420,PIN,C1 esterase inhibitor (recombinant),B06AC04,conestat alfa,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B06,OTHER HEMATOLOGICAL AGENTS in ATC,B06A,OTHER HEMATOLOGICAL AGENTS in ATC,B06AC,Drugs used in hereditary angioedema,B06AC04,conestat alfa
C3252090,IN,daclatasvir,J05AP07,daclatasvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,J05AP07,daclatasvir
C3253985,IN,dolutegravir,J05AJ03,dolutegravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AJ,"Integrase Inhibitors, antiinfectives for systematic use",J05AJ03,dolutegravir
C3254591,IN,infigratinib,L01EN03,infigratinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,L01EN03,infigratinib
C3264621,IN,ivacaftor,R07AX02,ivacaftor,R,RESPIRATORY SYSTEM DRUGS,R07,OTHER RESPIRATORY SYSTEM PRODUCTS in ATC,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS in ATC,R07AX,Other respiratory system products in ATC,R07AX02,ivacaftor
C3272344,PIN,lutetium Lu 177 dotatate,V10XX04,lutetium (177Lu) oxodotreotide,V,VARIOUS DRUG CLASSES IN ATC,V10,THERAPEUTIC RADIOPHARMACEUTICALS,V10X,OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC,V10XX,Various therapeutic radiopharmaceuticals,V10XX04,lutetium (177Lu) oxodotreotide
C3272698,IN,eliglustat,A16AX10,eliglustat,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AX,Various alimentary tract and metabolism products,A16AX10,eliglustat
C3273401,IN,taliglucerase alfa,A16AB11,taliglucerase alfa,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM,A16AB11,taliglucerase alfa
C3273754,IN,efinaconazole,D01AC19,efinaconazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,"Imidazole and triazole derivatives, topical antifungals",D01AC19,efinaconazole
C3464497,IN,varicella-zoster virus vaccine live (Oka-Merck) strain,J07BK01,"varicella, live attenuated",J,ANTIINFECTIVES FOR SYSTEMIC USE,J07,VACCINES,J07B,VIRAL VACCINES,J07BK,Varicella zoster vaccines,J07BK01,"varicella, live attenuated"
C3467876,IN,dabrafenib,L01EC02,dabrafenib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,L01EC02,dabrafenib
C3489483,,,V08CA10,gadoxetic acid,V,VARIOUS DRUG CLASSES IN ATC,V08,CONTRAST MEDIA,V08C,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,V08CA,Paramagnetic contrast media,V08CA10,gadoxetic acid
C3489575,IN,"sennosides, USP",A06AB06,senna glycosides,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AB,Contact laxatives,A06AB06,senna glycosides
C3489682,,,J04AK06,delamanid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis in ATC,J04AK06,delamanid
C3489764,IN,ixekizumab,L04AC13,ixekizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC13,ixekizumab
C3490329,IN,glycerol phenylbutyrate,A16AX09,glycerol phenylbutyrate,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AX,Various alimentary tract and metabolism products,A16AX09,glycerol phenylbutyrate
C3490348,IN,empagliflozin,A10BK03,empagliflozin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A10BK03,empagliflozin
C3490795,IN,asfotase alfa,A16AB13,asfotase alfa,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM,A16AB13,asfotase alfa
C3491162,IN,alirocumab,C10AX14,alirocumab,C,CARDIOVASCULAR SYSTEM DRUGS,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents in ATC,C10AX14,alirocumab
C3491331,IN,brodalumab,L04AC12,brodalumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC12,brodalumab
C3491971,IN,insulin degludec,A10AE06,insulin degludec,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10A,INSULINS AND ANALOGUES,A10AE,"Insulins and analogues for injection, long-acting",A10AE06,insulin degludec
C3491974,IN,asunaprevir,J05AP06,asunaprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,J05AP06,asunaprevir
C3492889,,,A10BK05,ipragliflozin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A10BK05,ipragliflozin
C3496793,IN,enzalutamide,L02BB04,enzalutamide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgen hormone antagonists and related agents,L02BB04,enzalutamide
C3501358,IN,ibrutinib,L01EL01,ibrutinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EL,Bruton's tyrosine kinase (BTK) inhibitors,L01EL01,ibrutinib
C3529352,IN,evolocumab,C10AX13,evolocumab,C,CARDIOVASCULAR SYSTEM DRUGS,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents in ATC,C10AX13,evolocumab
C3529928,IN,pitolisant,N07XX11,pitolisant,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07X,OTHER NERVOUS SYSTEM DRUGS in ATC,N07XX,Other nervous system drugs in ATC,N07XX11,pitolisant
C3536832,IN,air,V03AN05,medical air,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AN,Medical gases,V03AN05,medical air
C3536876,,,N07BC03,levacetylmethadol,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07BC,Drugs used in opioid dependence,N07BC03,levacetylmethadol
C3539881,IN,gamma-interferon,L03AB03,interferon gamma,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB03,interferon gamma
C3541379,IN,lysozyme,D06BB07,lysozyme,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BB,"Antivirals, topical",D06BB07,lysozyme
C3541379,IN,lysozyme,J05AX02,lysozyme,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals in ATC,J05AX02,lysozyme
C3555537,PIN,technetium Tc 99m tilmanocept,V09IA09,technetium (99mTc) tilmanocept,V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION RADIOPHARMACEUTICALS,V09IA,Technetium (99mTc) compounds,V09IA09,technetium (99mTc) tilmanocept
C3640098,PIN,edotreotide gallium ga-68,V09IX09,gallium (68Ga) edotreotide,V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION RADIOPHARMACEUTICALS,V09IX,Other diagnostic radiopharmaceuticals for tumour detection in ATC,V09IX09,gallium (68Ga) edotreotide
C3640212,IN,lipegfilgrastim,L03AA14,lipegfilgrastim,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA14,lipegfilgrastim
C3642427,IN,tavaborole,D01AE24,tavaborole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use in ATC,D01AE24,tavaborole
C3652574,,,N06DX02,Ginkgo folium,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06D,ANTI-DEMENTIA DRUGS,N06DX,Other anti-dementia drugs in ATC,N06DX02,Ginkgo folium
C3652579,,,V09BA03,technetium (99mTc) pyrophosphate,V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09B,SKELETON DIAGNOSTIC RADIOPHARMACEUTICALS,V09BA,Technetium (99mTc) compounds,V09BA03,technetium (99mTc) pyrophosphate
C3652583,,,V09BA01,technetium (99mTc) oxidronic acid,V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09B,SKELETON DIAGNOSTIC RADIOPHARMACEUTICALS,V09BA,Technetium (99mTc) compounds,V09BA01,technetium (99mTc) oxidronic acid
C3652586,,,V09BA02,technetium (99mTc) medronic acid,V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09B,SKELETON DIAGNOSTIC RADIOPHARMACEUTICALS,V09BA,Technetium (99mTc) compounds,V09BA02,technetium (99mTc) medronic acid
C3652663,,,V03AB24,digitalis antitoxin,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,V03AB24,digitalis antitoxin
C3652674,,,C07AB11,s-atenolol,C,CARDIOVASCULAR SYSTEM DRUGS,C07,beta-Adrenergic Blocking Agents,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective",C07AB11,s-atenolol
C3652694,,,D01AE10,ethyl hydroxybenzoate,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use in ATC,D01AE10,ethyl hydroxybenzoate
C3652920,,,H05BA03,calcitonin (human synthetic),H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BA,Calcitonin preparations,H05BA03,calcitonin (human synthetic)
C3652921,,,R03DA10,bufylline,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03DA,"Xanthines, systemic for obstructive airway disease",R03DA10,bufylline
C3653088,,,P03AB51,"clofenotane, combinations",P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AB,Chlorine containing product ectoparasiticides,P03AB51,"clofenotane, combinations"
C3655918,,,J01FA16,solithromycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides,J01FA16,solithromycin
C3657270,IN,nivolumab,L01FF01,nivolumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,L01FF01,nivolumab
