cui,rxnorm_tty,rxnorm_name,atc_codes,atc_labels
C4291328,IN,Vibrio cholerae CVD 103-HGR strain live antigen,,
C4291381,PIN,etanercept-szzs,,
C4292380,,,,
C4292381,,,,
C4292382,,,,
C4292384,,,,
C4292386,,,,
C4292391,,,,
C4292395,,,,
C4292397,,,,
C4294492,IN,sacubitrilat,,
C4301236,IN,nusinersen,M09AX07,nusinersen
C4301607,IN,burosumab,M05BX05,burosumab
C4301617,,,G03GA10,follitropin delta
C4301781,IN,crisaborole,D11AH06,crisaborole
C4305448,,,,
C4305756,,,,
C4305789,,,,
C4305807,,,,
C4305824,,,,
C4305826,,,,
C4305836,,,,
C4305843,IN,lumateperone,N05AD10,lumateperone
C4305866,,,,
C4305879,,,,
C4305915,,,,
C4305918,,,,
C4306009,,,,
C4307388,IN,inclisiran,C10AX16,inclisiran
C4307549,,,,
C4309207,IN,lusutrombopag,B02BX07,lusutrombopag
C4309815,,,,
C4309999,,,J01XX13,gepotidacin
C4310385,IN,cabotegravir,J05AJ04,cabotegravir
C4310433,,,,
C4310440,IN,pretomanid,J04AK08,pretomanid
C4310464,IN,pigment blue 16,,
C4310578,,,B03XA05,roxadustat
C4316842,,,,
C4316852,,,,
C4316907,,,,
C4316927,,,,
C4316929,,,,
C4317155,,,A03FA10,acotiamide
C4317165,IN,biguanide,,
C4317244,IN,relebactam,,
C4317347,,,,
C4317559,IN,telotristat ethyl,,
C4318069,,,,
C4318649,IN,Festuca pratensis allergenic extract,,
C4318849,IN,Poa pratensis allergenic extract,,
C4319618,,,,
C4319665,,,,
C4319740,IN,eastern oyster allergenic extract,,
C4319741,IN,southern flounder allergenic extract,,
C4329442,,,,
C4330704,,,,
C4330903,IN,osilodrostat,H02CA02,osilodrostat
C4475875,PIN,cerliponase alfa,A16AB17,cerliponase alfa
C4476028,IN,Gibberella zeae allergenic extract,,
C4477116,,,,
C4477199,,,,
C4477200,,,,
C4477221,,,,
C4482908,IN,lefamulin,J01XX12,lefamulin
C4489760,IN,sparsentan,C09XX01,sparsentan
C4490035,PIN,infliximab-abda,,
C4490317,,,,
C4490510,,,,
C4490514,,,,
C4490518,,,,
C4490578,,,,
C4490579,,,,
C4490581,,,,
C4490702,IN,American lobster allergenic extract,,
C4505506,,,,
C4505508,IN,lanadelumab,B06AC05,lanadelumab
C4505511,IN,risankizumab,L04AC18,risankizumab
C4505524,,,,
C4505530,IN,nemolizumab,D11AH12,nemolizumab
C4506753,,,,
C4507207,,,,
C4507236,IN,voxilaprevir,,
C4507381,,,,
C4507489,,,,
C4507514,IN,avacopan,L04AJ05,avacopan
C4507568,IN,bictegravir,,
C4508522,IN,evinacumab,C10AX17,evinacumab
C4508722,IN,asciminib,L01EA06,asciminib
C4508861,,,,
C4508936,IN,elafibranor,A05AX06,elafibranor
C4508937,,,,
C4512069,,,,
C4518884,PIN,dacomitinib anhydrous,,
C4519099,,,,
C4519112,IN,velmanase alfa,A16AB15,velmanase alfa
C4519113,,,,
C4519126,IN,rimegepant,N02CD06,rimegepant
C4519154,,,,
C4519167,IN,tucatinib,L01EH03,tucatinib
C4519178,,,,
C4519188,IN,daprodustat,B03XA07,daprodustat
C4519194,IN,tezacaftor,,
C4519197,,,,
C4519199,IN,lasmiditan,N02CC08,lasmiditan
C4519206,,,,
C4519213,IN,trifarotene,D10AD06,trifarotene
C4519220,IN,fostemsavir,J05AX29,fostemsavir
C4519229,IN,pegvaliase,A16AB19,pegvaliase
C4519238,,,,
C4519249,,,,
C4519250,,,,
C4519258,IN,abametapir,P03AX07,abametapir
C4519262,,,,
C4519269,IN,lemborexant,N05CJ02,lemborexant
C4519273,IN,glasdegib,L01XJ03,glasdegib
C4519277,IN,nirogacestat,L01XX81,nirogacestat
C4519292,IN,sarecycline,J01AA14,sarecycline
C4519294,,,,
C4519305,,,,
C4519317,IN,vaborbactam,,
C4519324,,,L04AF05,itacitinib
C4519428,IN,enasidenib,L01XM01,enasidenib
C4519527,,,,
C4519528,,,,
C4519536,IN,glecaprevir,,
C4519537,IN,pibrentasvir,,
C4519663,,,,
C4519665,,,,
C4519725,,,,
C4519728,IN,vestronidase alfa,A16AB18,vestronidase alfa
C4519734,IN,bimekizumab,L04AC21,bimekizumab
C4519738,,,,
C4519739,IN,anifrolumab,L04AG11,anifrolumab
C4519744,IN,difelikefalin,V03AX04,difelikefalin
C4519745,IN,vosoritide,M05BX07,vosoritide
C4519754,,,,
C4519883,,,,
C4519897,PIN,relebactam anhydrous,,
C4519898,,,,
C4519899,,,,
C4519903,,,,
C4519904,,,,
C4519905,,,,
C4519910,,,,
C4519912,,,,
C4519917,,,,
C4519918,,,,
C4519924,,,,
C4520217,,,,
C4520808,IN,"N-(1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-N,N'-bis(hydroxymethyl)urea",,
C4520848,PIN,copper sulfate anhydrous,,
C4521061,,,,
C4521182,,,,
C4521679,,,,
C4522139,IN,Penicillium glaucum allergenic extract,,
C4522805,,,,
C4523005,,,,
C4523013,,,,
C4523015,,,,
C4524315,IN,larotrectinib,L01EX12,larotrectinib
C4524703,IN,crizanlizumab,B06AX01,crizanlizumab
C4529284,,,,
C4529301,PIN,bevacizumab-awwb,,
C4529437,,,,
C4529439,,,,
C4529443,,,,
C4530556,PIN,adalimumab-adbm,,
C4534627,PIN,emicizumab-kxwh,,
C4534645,PIN,vestronidase alfa-vjbk,,
C4534675,,,,
C4535137,,,,
C4535390,PIN,adalimumab-atto,,
C4535437,,,,
C4535438,,,,
C4535718,IN,netarsudil,S01EX05,netarsudil
C4535729,,,,
C4541023,,,,
C4541381,IN,tapinarof,D05AX07,tapinarof
C4541383,IN,cenegermin,S01XA24,cenegermin
C4541569,PIN,infliximab-qbtx,,
C4541579,PIN,trastuzumab-dkst,,
C4541848,,,,
C4542001,,,,
C4542165,IN,erenumab,N02CD01,erenumab
C4542170,,,A16AB16,idursulfase beta
C4542175,IN,ropeginterferon alfa-2b,L03AB15,ropeginterferon alfa-2b
C4547051,,,C10AB12,pemafibrate
C4547202,IN,leniolisib,L03AX22,leniolisib
C4547455,IN,fezolinetant,G02CX06,fezolinetant
C4547971,IN,levacetylleucine,,
C4548369,IN,cefiderocol,J01DI04,cefiderocol
C4548371,,,,
C4548848,IN,brexanolone,N06AX29,brexanolone
C4548942,,,,
C4549501,,,,
C4549503,IN,fremanezumab,N02CD03,fremanezumab
C4550124,IN,brolucizumab,S01LA06,brolucizumab
C4550163,IN,tezepelumab,R03DX11,tezepelumab
C4550350,IN,ravulizumab,L04AJ02,ravulizumab
C4550363,,,,
C4550368,IN,cenobamate,N03AX25,cenobamate
C4550762,,,,
C4550774,,,,
C4550936,,,,
C4550958,,,,
C4551867,,,,
C4553341,,,,
C4554148,,,,
C4682408,,,,
C4682412,,,,
C4684978,,,,
C4688338,,,,
C4688386,,,,
C4688584,IN,givosiran,A16AX16,givosiran
C4688747,IN,baloxavir marboxil,J05AX25,baloxavir marboxil
C4689607,PIN,ibalizumab-uiyk,,
C4691336,,,V04CX09,patent blue
C4691337,,,,
C4691368,,,,
C4691409,,,,
C4691410,,,,
C4691411,,,,
C4691412,,,,
C4691480,PIN,burosumab-twza,,
C4692289,PIN,erenumab-aooe,,
C4694119,,,,
C4694124,,,,
C4694271,,,,
C4694272,IN,eptinezumab,N02CD05,eptinezumab
C4694273,IN,galcanezumab,N02CD02,galcanezumab
C4694429,PIN,pegvaliase-pqpz,,
C4694533,,,,
C4694534,,,,
C4694620,,,,
C4694625,,,,
C4694626,,,,
C4694627,,,,
C4694628,,,,
C4694629,,,,
C4694630,,,,
C4694704,,,,
C4694705,,,,
C4694766,,,,
C4694767,,,,
C4694769,,,,
C4694850,,,,
C4694938,PIN,epoetin alfa-epbx,,
C4695102,,,,
C4703816,PIN,pegfilgrastim-jmdb,,
C4703827,PIN,albumin human-kjda,,
C4703837,,,,
C4703917,,,,
C4703922,,,,
C4703923,,,,
C4703924,,,,
C4703925,,,,
C4704119,,,,
C4704812,,,,
C4718858,,,,
C4718946,,,,
C4718947,,,,
C4718948,,,,
C4718949,,,,
C4718952,,,,
C4718953,,,,
C4718955,,,,
C4718956,,,,
C4718957,,,,
C4718958,,,,
C4718959,,,,
C4718966,,,,
C4718967,,,,
C4718969,,,,
C4718970,,,,
C4718971,,,,
C4718972,,,,
C4718976,,,,
C4719632,PIN,mogamulizumab-kpkc,,
C4720235,,,,
C4721479,,,,
C4721487,,,,
C4721542,,,,
C4721552,,,,
C4721554,PIN,filgrastim-aafi,,
C4721558,,,,
C4721782,,,,
C4721799,,,,
C4721820,,,,
C4721821,,,,
C4721822,,,,
C4721823,,,,
C4721865,,,,
C4721877,,,,
C4721896,,,,
C4721908,,,,
C4721939,,,,
C4721955,,,,
C4722192,,,,
C4722442,,,,
C4722544,,,,
C4722567,,,L01FX06,dinutuximab beta
C4723206,PIN,lanadelumab-flyo,,
C4723218,PIN,"antihemophilic factor (recombinant), PEGylated-aucl",,
C4723219,IN,damoctocog alfa pegol,,
C4723383,PIN,segesterone acetate,,
C4723397,,,,
C4723629,IN,voxelotor,B06AX03,voxelotor
C4723994,IN,northern brown shrimp allergenic extract,,
C4723998,IN,rainbow trout allergenic extract,,
C4724000,IN,Aspergillus amstelodami extract,,
C4724799,IN,relatlimab,,
C4724814,,,A16AB24,pegzilarginase
C4724880,,,,
C4726644,,,,
C4726677,IN,remdesivir,J05AB16,remdesivir
C4726717,IN,rozanolixizumab,L04AG16,rozanolixizumab
C4726732,IN,satralizumab,L04AC19,satralizumab
C4726770,IN,somapacitan,H01AC07,somapacitan
C4726772,IN,somatrogon,H01AC08,somatrogon
C4726829,IN,temsavir,,
C4726893,,,,
C4726898,,,,
C4726916,IN,trofinetide,N07XX24,trofinetide
C4726919,,,,
C4726929,IN,upadacitinib,L04AF03,upadacitinib
C4726932,,,,
C4726937,IN,valoctocogene roxaparvovec,B02BD15,valoctocogene roxaparvovec
C4726940,IN,vamorolone,H02AB18,vamorolone
C4727750,,,,
C4727763,,,,
C4730996,IN,clascoterone,D10AX06,clascoterone
C4731004,,,,
C4731383,PIN,cenegermin-bkbj,,
C4731447,,,,
C4731449,,,,
C4731459,,,,
C4731460,,,,
C4731463,,,,
C4731561,PIN,galcanezumab-gnlm,,
C4731736,PIN,elapegademase-lvlr,,
C4731737,IN,elapegademase,L03AX21,elapegademase
C4731858,PIN,moxetumomab pasudotox-tdfk,,
C4731901,,,,
C4733316,,,,
C4733494,IN,naxitamab,L01FX21,naxitamab
C4733583,,,,
C4734121,,,,
C4734224,IN,baloxavir,,
C4734998,IN,brazil nut whole allergenic extract,,
C4735000,IN,field mushroom allergenic extract,,
C4735001,IN,lettuce whole allergenic extract,,
C4735048,PIN,pegfilgrastim-cbqv,,
C4740830,PIN,adalimumab-adaz,,
C4740844,,,,
C4740903,PIN,emapalumab-lzsg,,
C4740904,IN,emapalumab,L04AG09,emapalumab
C4741223,IN,hydroxypropyl betadex (0.6 hydroxypropyl residues per glucose),,
C4741328,PIN,rituximab-abbs,,
C4741882,PIN,trastuzumab-pkrb,,
C4742157,,,,
C4742236,,,,
C4742599,,,,
C4743098,,,,
C4743425,,,,
C4743549,,,,
C4743552,IN,avapritinib,L01EX18,avapritinib
C4744620,,,,
C4745432,PIN,ravulizumab-cwvz,,
C4745457,PIN,calaspargase pegol-mknl,,
C4745458,,,,
C4745459,,,,
C4745460,,,,
C4745461,,,,
C4746083,PIN,tagraxofusp-erzs,,
C4746084,IN,tagraxofusp,L01XX67,tagraxofusp
C4746169,PIN,adipate ion,,
C4758793,,,,
C4758794,PIN,trastuzumab-dttb,,
C4758795,,,,
C4758856,,,,
C4758857,,,,
C4759080,PIN,caplacizumab-yhdp,,
C4759653,,,,
C4759658,,,,
C4759695,,,,
C4759696,,,,
C4759708,,,,
C4759725,,,,
C4759735,IN,turmeric root extract,,
C4759736,,,,
C4759737,,,,
C4759738,,,,
C4759739,,,,
C4759741,IN,English lavender oil,,
C4759742,,,,
C4759743,,,,
C4759782,,,,
C4759788,,,,
C4759790,,,,
C4759795,,,,
C4759801,IN,Artemisia absinthium flowering top extract,,
C4759809,,,,
C4759850,,,,
C4759866,,,,
C4759902,,,,
C4759904,,,,
C4759905,,,,
C4759906,,,,
C4760489,,,,
C4760628,,,,
C4760708,,,,
C4760709,,,,
C4760737,,,,
C4760738,,,,
C4760739,,,,
C4760740,,,,
C4760741,,,,
C4760742,,,,
C4760745,IN,peppermint flowering top extract,,
C4760754,,,,
C4760755,,,,
C4760757,,,,
C4760758,,,,
C4760759,,,,
C4760763,IN,Artemisia absinthium whole extract,,
C4760782,,,,
C4760783,,,,
C4760786,,,,
C4760787,,,,
C4760788,,,,
C4760789,,,,
C4760790,,,,
C4760864,,,,
C4761422,,,,
C4761457,,,,
C4761546,,,,
C4761547,,,,
C4761636,,,,
C4761637,,,,
C4761646,,,,
C4761746,,,,
C4762300,,,,
C4762301,,,,
C4762481,,,,
C4762533,IN,fosfructose,,
C4762602,,,,
C4762606,,,,
C4763386,IN,toripalimab,L01FF13,toripalimab
C4764376,PIN,trastuzumab-qyyp,,
C4764387,,,,
C4764404,,,,
C4765024,,,,
C4765222,,,,
C4765369,,,,
C4765507,,,,
C4765525,,,,
C4766117,PIN,risankizumab-rzaa,,
C5135553,,,,
C5135554,,,,
C5135559,,,,
C5135560,,,,
C5135561,,,,
C5135562,PIN,etanercept-ykro,,
C5139660,,,,
C5139663,,,,
C5139674,,,,
C5139676,IN,risdiplam,M09AX10,risdiplam
C5139696,,,,
C5139702,IN,danicopan,L04AJ09,danicopan
C5139703,,,,
C5139705,,,,
C5139716,,,,
C5139717,IN,elexacaftor,,
C5139724,,,,
C5139725,,,L01XK06,pamiparib
C5139738,,,,
C5139745,,,,
C5139749,IN,ripretinib,L01EX19,ripretinib
C5139755,,,,
C5139788,IN,abrocitinib,D11AH08,abrocitinib
C5139791,,,,
C5139793,IN,casimersen,M09AX13,casimersen
C5139795,,,,
C5139804,IN,viltolarsen,M09AX12,viltolarsen
C5139816,IN,aprocitentan,C02KN01,aprocitentan
C5139825,,,,
C5139831,PIN,acetic acid C-11,,
C5139840,,,,
C5139844,,,,
C5139845,IN,futibatinib,L01EN04,futibatinib
C5139847,,,,
C5139851,,,,
C5139854,,,,
C5139864,,,,
C5139868,IN,dasiglucagon,H04AA02,dasiglucagon
C5139877,,,,
C5139888,,,,
C5139896,,,,
C5139916,IN,tafasitamab,L01FX12,tafasitamab
C5139934,IN,tirzepatide,A10BX16,tirzepatide
C5139939,,,,
C5139949,,,,
C5139954,,,,
C5139958,,,,
C5139959,,,,
C5139964,,,,
C5139965,,,,
C5139972,,,,
C5139975,,,,
C5139976,,,,
C5140028,IN,onasemnogene abeparvovec,M09AX09,onasemnogene abeparvovec
C5140521,PIN,onasemnogene abeparvovec-xioi,,
C5187552,PIN,trastuzumab-anns,,
C5195654,PIN,adalimumab-bwwd,,
C5195655,PIN,rituximab-pvvr,,
C5198008,,,,
C5198795,,,,
C5200977,,,,
C5200995,PIN,indocyanine green acid form,,
C5200996,PIN,methylene blue anhydrous,,
C5201155,,,,
C5201167,IN,catfish allergenic extract,,
C5201176,,,,
C5201181,,,,
C5201196,,,,
C5201211,IN,Atlantic halibut allergenic extract,,
C5201238,,,,
C5201254,IN,Pisum sativum whole allergenic extract,,
C5202641,PIN,modified Vaccinia Ankara-Bavarian Nordic,,
C5203406,,,,
C5203659,,,,
C5203661,,,,
C5203662,,,,
C5203663,,,,
C5206403,IN,ibrexafungerp,J02AX07,ibrexafungerp
C5206698,,,,
C5209992,PIN,brolucizumab-dbll,,
C5210402,,,,
C5210403,,,,
C5210404,,,,
C5210405,,,,
C5210406,,,,
C5210407,,,,
C5210408,,,,
C5210409,,,,
C5210410,,,,
C5210411,,,,
C5210412,,,,
C5210413,,,,
C5210414,,,,
C5210415,,,,
C5210416,,,,
C5210417,,,,
C5210419,,,,
C5210420,,,,
C5211091,PIN,pegfilgrastim-bmez,,
C5211092,PIN,crizanlizumab-tmca,,
C5211093,PIN,luspatercept-aamt,,
C5221181,PIN,adalimumab-afzb,,
C5222004,IN,golodirsen,M09AX08,golodirsen
C5222083,PIN,infliximab-axxq,,
C5226417,,,,
C5226617,,,,
C5226639,IN,mitapivat,B06AX04,mitapivat
C5226648,,,,
C5226649,,,,
C5226741,,,D11AH11,delgocitinib
C5226874,IN,pralsetinib,L01EX23,pralsetinib
C5227000,,,,
C5227411,IN,belantamab mafodotin,L01FX15,belantamab mafodotin
C5227422,,,,
C5227595,IN,zuranolone,N06AX31,zuranolone
C5227683,,,,
C5227711,IN,daridorexant,N05CJ03,daridorexant
C5227766,,,,
C5233985,IN,ferric derisomaltose,,
C5234029,PIN,teprotumumab-trbw,,
C5234236,,,,
C5234237,,,,
C5234238,,,,
C5234239,,,,
C5234300,,,,
C5234301,,,,
C5234302,,,,
C5234303,,,,
C5235315,,,,
C5235396,IN,selpercatinib,L01EX22,selpercatinib
C5235403,IN,linzagolix,H01CC04,linzagolix
C5237972,IN,serdexmethylphenidate,,
C5237990,,,,
C5237999,IN,donanemab,N06DX05,donanemab
C5238006,,,,
C5238008,,,,
C5238034,,,,
C5238052,IN,odevixibat,A05AX05,odevixibat
C5238067,,,B06AC07,garadacimab
C5238081,,,,
C5238146,IN,spesolimab,L04AC22,spesolimab
C5238170,,,,
C5239047,,,,
C5239427,,,,
C5239527,,,,
C5240291,,,,
C5241521,,,,
C5241543,,,,
C5241558,,,,
C5241596,PIN,strontium cation Sr-89,,
C5241655,,,,
C5241656,,,,
C5241657,,,,
C5242453,IN,lecanemab,N06DX04,lecanemab
C5242456,,,A16AB27,pabinafusp alfa
C5242457,,,,
C5242462,,,,
C5242465,,,,
C5242466,,,,
C5242467,,,,
C5242468,,,,
C5242469,,,,
C5242470,,,,
C5242471,,,,
C5242472,,,,
C5242473,,,,
C5242474,,,,
C5242475,,,,
C5242476,,,,
C5242477,,,,
C5242478,,,,
C5244457,,,,
C5244458,,,,
C5244461,IN,lenacapavir,J05AX31,lenacapavir
C5244559,PIN,coagulation factor VIIa (recombinant)-jncw,,
C5383286,,,,
C5383287,,,,
C5383290,PIN,hyaluronidase-fihj,,
C5389881,,,,
C5389882,,,,
C5389884,PIN,insulin lispro-aabc,,
C5389885,PIN,pegfilgrastim-apgf,,
C5389886,PIN,hyaluronidase-zzxf,,
C5391453,,,,
C5391511,,,,
C5392287,IN,gadopiclenol,V08CA12,gadopiclenol
C5392440,,,,
C5392526,,,,
C5392538,,,,
C5392705,IN,vilobelimab,L04AJ10,vilobelimab
C5398043,PIN,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2",,
C5398047,PIN,adalimumab-fkjp,,
C5398049,PIN,collagenase clostridium histolyticum-aaes,,
C5399324,PIN,tafasitamab-cxix,,
C5399365,PIN,belantamab mafodotin-blmf,,
C5399366,PIN,satralizumab-mwge,,
C5399831,,,,
C5399848,,,,
C5399960,,,,
C5400029,,,,
C5400063,,,,
C5400622,,,,
C5400623,,,,
C5400994,,,,
C5401502,,,,
C5401612,,,,
C5401639,PIN,somapacitan-beco,,
C5401678,,,,
C5416816,,,,
C5416818,,,,
C5416819,,,,
C5416820,,,,
C5416826,,,,
C5416831,,,,
C5416833,PIN,"SARS-COV-2 (COVID-19) vaccine, vector - Ad26",,
C5416836,,,,
C5416840,,,,
C5416844,,,,
C5416846,,,,
C5416847,,,,
C5416848,,,,
C5416849,,,,
C5416850,,,,
C5416851,,,,
C5416852,,,,
C5416856,,,,
C5416858,,,,
C5416859,,,,
C5417947,,,,
C5418161,,,,
C5418179,IN,belumosudil,L04AA48,belumosudil
C5418188,IN,belzutifan,L01XX74,belzutifan
C5418250,IN,sotorasib,L01XX73,sotorasib
C5418278,IN,ritlecitinib,L04AF08,ritlecitinib
C5418318,IN,avalglucosidase alfa,A16AB22,avalglucosidase alfa
C5418336,IN,crovalimab,L04AJ07,crovalimab
C5418434,,,,
C5418443,IN,lumasiran,A16AX18,lumasiran
C5418448,IN,maralixibat,,
C5418478,IN,nirsevimab,J06BD08,nirsevimab
C5418502,,,,
C5418528,,,,
C5419260,,,,
C5419280,,,S01XA29,sepofarsen
C5419317,,,,
C5419322,,,,
C5420393,,,L04AC25,levilimab
C5420921,IN,crinecerfont,,
C5420928,IN,deucravacitinib,L04AF07,deucravacitinib
C5421138,IN,cipaglucosidase alfa,A16AB23,cipaglucosidase alfa
C5421188,,,,
C5421243,,,,
C5421327,IN,axatilimab,,
C5421356,IN,lonapegsomatropin,H01AC09,lonapegsomatropin
C5421802,,,,
C5421804,IN,etesevimab,,
C5421805,IN,bamlanivimab,,
C5422688,IN,casirivimab,,
C5422689,IN,imdevimab,,
C5422751,PIN,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273",,
C5423691,PIN,naxitamab-gqgk,,
C5424056,,,,
C5432237,,,,
C5432245,,,,
C5432252,,,,
C5432257,,,,
C5432263,IN,cilgavimab,,
C5432264,IN,tixagevimab,,
C5432268,,,J06BD06,regdanvimab
C5432270,,,,
C5432324,IN,ansuvimab,J06BD04,ansuvimab
C5432330,,,,
C5432331,,,,
C5432345,,,,
C5432347,,,,
C5432354,PIN,ansuvimab-zykl,,
C5432355,,,,
C5432357,PIN,rituximab-arrx,,
C5432358,,,,
C5432359,,,,
C5432360,,,,
C5432361,,,,
C5432363,,,,
C5432364,,,,
C5432365,,,,
C5432367,,,,
C5432369,,,,
C5432370,,,,
C5432375,,,,
C5432379,,,,
C5432380,,,,
C5432387,,,,
C5432388,,,,
C5432390,,,,
C5432391,,,,
C5432392,,,,
C5432394,,,,
C5432395,,,,
C5432397,,,,
C5432399,,,,
C5432400,,,,
C5433947,IN,sotrovimab,J06BD05,sotrovimab
C5435024,IN,molnupiravir,J05AB18,molnupiravir
C5435216,,,,
C5435341,,,,
C5438574,,,,
C5439915,,,,
C5440685,PIN,evinacumab-dgnb,,
C5441892,,,,
C5441978,,,,
C5442197,,,,
C5442833,,,,
C5443070,,,,
C5443071,,,,
C5443072,,,,
C5443200,,,,
C5443203,,,,
C5443276,IN,"borneol, (+)-",,
C5443462,,,,
C5446305,,,,
C5446775,IN,nedosiran,A16AX25,nedosiran
C5447557,IN,delandistrogene moxeparvovec,M09AX15,delandistrogene moxeparvovec
C5447573,,,,
C5448248,,,,
C5448359,,,,
C5448360,,,,
C5448361,,,,
C5448362,,,,
C5448363,,,,
C5448364,,,,
C5448365,,,,
C5448366,,,,
C5448432,,,,
C5448433,,,,
C5448434,,,,
C5448435,,,,
C5448436,,,,
C5448437,,,,
C5448438,,,,
C5448439,,,,
C5448440,,,,
C5448441,,,,
C5448451,,,,
C5448452,,,,
C5448453,,,,
C5448969,,,,
C5454974,,,,
C5455400,PIN,"plasminogen, human-tvmh",,
C5455414,PIN,aducanumab-avwa,,
C5539923,PIN,asparaginase Erwinia chrysanthemi (recombinant)-rywn,,
C5545014,,,,
C5545149,IN,nirmatrelvir,,
C5550555,PIN,insulin glargine-yfgn,,
C5550556,PIN,anifrolumab-fnia,,
C5550593,PIN,avalglucosidase alfa-ngpt,,
C5551211,,,,
C5551318,,,,
C5551393,,,,
C5553121,,,,
C5553122,,,,
C5553201,,,,
C5553578,PIN,lonapegsomatropin-tcgd,,
C5555460,,,,
C5558542,IN,tick-borne encephalitis purified antigen,,
C5558607,,,,
C5561179,PIN,ropeginterferon alfa-2b-njft,,
C5563867,,,,
C5564005,,,,
C5564006,,,,
C5564007,,,,
C5565647,IN,bebtelovimab,,
C5573879,,,,
C5574669,,,,
C5574747,,,,
C5574997,,,,
C5575181,,,,
C5576948,,,,
C5576949,,,,
C5666884,,,,
C5669860,,,,
C5698453,,,,
C5698461,,,,
C5698462,,,,
C5698463,,,,
C5698464,,,,
C5700147,,,,
C5700166,,,,
C5700352,,,,
C5700372,,,,
C5703306,,,,
C5704708,,,,
C5704710,,,,
C5705061,,,,
C5705125,,,,
C5705128,,,,
C5705129,,,,
C5705731,,,,
C5705766,,,,
C5705767,,,,
C5705768,,,,
C5705769,,,,
C5705770,,,,
C5709333,,,,
C5761759,,,,
C5761795,,,,
C5761814,PIN,teplizumab-mzwv,,
C5761871,,,,
C5761878,,,,
C5761886,,,,
C5770491,,,,
C5770862,,,,
C5771250,IN,"fecal microbiota, live",,
C5777113,,,,
C5777142,,,,
C5777143,,,,
C5777145,,,,
C5779584,,,,
C5779591,,,,
C5779639,,,,
C5779647,,,,
C5779859,,,,
C5780011,,,,
C5780032,,,,
C5780615,,,,
C5782106,,,,
C5782600,PIN,velmanase alfa-tycv,,
C5783690,,,,
C5814274,,,,
C5814297,,,,
C5814318,,,,
C5814326,,,,
C5814337,,,,
C5814349,,,,
C5814412,,,,
C5814423,PIN,"fecal microbiota spores, live-brpk",,
C5814424,IN,"fecal microbiota spores, live",,
C5814435,,,,
C5814436,,,,
C5814437,,,,
C5814481,,,,
C5814503,,,,
C5814627,,,,
C5814628,,,,
C5814629,,,,
C5814681,,,,
C5814682,,,,
C5814874,,,,
C5815505,,,,
C5815506,,,,
C5815513,,,,
C5815522,,,,
C5815526,,,,
C5815527,,,,
C5815531,,,,
C5815534,,,,
C5815544,,,,
C5815565,,,,
C5815569,,,,
C5815589,,,,
C5815593,,,,
C5815598,,,,
C5815599,,,,
