cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name,unique_pub_count
C2351398,,,L01EX06,masitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX06,masitinib,1
C2353893,IN,golimumab,L04AB06,golimumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors,L04AB06,golimumab,46
C2353951,IN,dapagliflozin,A10BK01,dapagliflozin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A10BK01,dapagliflozin,15
C2364481,IN,romiplostim,B02BX04,romiplostim,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics in ATC,B02BX04,romiplostim,68
C2366367,PIN,C1 esterase inhibitor (human),B06AC01,"c1-inhibitor, plasma derived",B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B06,OTHER HEMATOLOGICAL AGENTS in ATC,B06A,OTHER HEMATOLOGICAL AGENTS in ATC,B06AC,Drugs used in hereditary angioedema,B06AC01,"c1-inhibitor, plasma derived",235
C2587184,PIN,"fibrinogen, human",B02BB01,"fibrinogen, human",B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BB,Fibrinogen containing hemostatics,B02BB01,"fibrinogen, human",2917
C2587204,IN,thyrotropin alfa,H01AB01,thyrotropin alfa,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AB,Thyrotropin Class in ATC,H01AB01,thyrotropin alfa,48
C2603873,,,L03AB12,albinterferon alfa-2b,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB12,albinterferon alfa-2b,1
C2604598,IN,triheptanoin,A16AX17,triheptanoin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AX,Various alimentary tract and metabolism products,A16AX17,triheptanoin,26
C2604635,IN,mipomersen,C10AX11,mipomersen,C,CARDIOVASCULAR SYSTEM DRUGS,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents in ATC,C10AX11,mipomersen,4
C2605855,IN,simeprevir,J05AP05,simeprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,J05AP05,simeprevir,22
C2606556,IN,macitentan,C02KX04,macitentan,C,CARDIOVASCULAR SYSTEM DRUGS,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES in ATC,C02KX,Antihypertensives for pulmonary arterial hypertension,C02KX04,macitentan,16
C2606637,IN,elvitegravir,J05AJ02,elvitegravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AJ,"Integrase Inhibitors, antiinfectives for systematic use",J05AJ02,elvitegravir,24
C2607479,IN,albiglutide,A10BJ04,albiglutide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,A10BJ04,albiglutide,1
C2697961,IN,trametinib,L01EE01,trametinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EE,Mitogen-activated protein kinase (MEK) inhibitors,L01EE01,trametinib,68
C2698152,IN,olaratumab,L01FX10,olaratumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates in ATC,L01FX10,olaratumab,2
C2698220,IN,migalastat,A16AX14,migalastat,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AX,Various alimentary tract and metabolism products,A16AX14,migalastat,1
C2698291,PIN,azilsartan medoxomil,C09CA09,azilsartan medoxomil,C,CARDIOVASCULAR SYSTEM DRUGS,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",C09CA09,azilsartan medoxomil,4
C2698692,IN,idelalisib,L01EM01,idelalisib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,L01EM01,idelalisib,1
C2698764,IN,perampanel,N03AX22,perampanel,N,NERVOUS SYSTEM DRUGS,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics in ATC,N03AX22,perampanel,131
C2699709,IN,calaspargase pegol,L01XX86,calaspargase pegol,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XX,Other antineoplastic agents in ATC,L01XX86,calaspargase pegol,4
C2699902,,,J01DH06,tebipenem pivoxil,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS in ATC,J01DH,Carbapenems,J01DH06,tebipenem pivoxil,13
C2713007,,,L01EG03,ridaforolimus,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors (L01EG),L01EG03,ridaforolimus,4
C2713522,,,G03GA09,corifollitropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,G03GA09,corifollitropin alfa,29
C2713595,IN,tecovirimat,J05AX24,tecovirimat,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals in ATC,J05AX24,tecovirimat,4
C2713599,,,J06BD02,motavizumab,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BD,Antiviral monoclonal antibodies,J06BD02,motavizumab,9
C2714632,IN,elagolix,H01CC03,elagolix,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CC,Anti-gonadotropin-releasing hormones,H01CC03,elagolix,2
C2714681,,,M01AE14,dexibuprofen,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,"Propionic acid derivatives, antiinflammatory and antirheumatic products",M01AE14,dexibuprofen,6
C2717021,IN,moxetumomab pasudotox,L01FB02,moxetumomab pasudotox,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FB,CD22 (Clusters of Differentiation 22) inhibitors,L01FB02,moxetumomab pasudotox,2
C2717174,IN,raxibacumab,J06BC02,raxibacumab,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BC,Antibacterial monoclonal antibodies,J06BC02,raxibacumab,1
C2717561,IN,riociguat,C02KX05,riociguat,C,CARDIOVASCULAR SYSTEM DRUGS,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES in ATC,C02KX,Antihypertensives for pulmonary arterial hypertension,C02KX05,riociguat,9
C2718773,IN,canakinumab,L04AC08,canakinumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC08,canakinumab,137
C2725260,IN,eslicarbazepine,N03AF04,eslicarbazepine,N,NERVOUS SYSTEM DRUGS,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AF,"Carboxamide derivatives, antiepileptics",N03AF04,eslicarbazepine,10
C2742502,IN,ramucirumab,L01FG02,ramucirumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors,L01FG02,ramucirumab,19
C2742503,IN,obinutuzumab,L01FA03,obinutuzumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FA,CD20 (Clusters of Differentiation 20) inhibitors,L01FA03,obinutuzumab,5
C2742797,IN,vedolizumab,L04AG05,vedolizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,L04AG05,vedolizumab,89
C2743673,IN,teplizumab,A10XX01,teplizumab,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10X,OTHER DRUGS USED IN DIABETES in ATC,A10XX,Other drugs used in diabetes in ATC,A10XX01,teplizumab,10
C2743752,,,L01XH05,entinostat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XH,Histone deacetylase (HDAC) inhibitors,L01XH05,entinostat,3
C2744440,IN,niraparib,L01XK02,niraparib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,L01XK02,niraparib,1
C2744850,IN,tedizolid,J01XX11,tedizolid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS in ATC,J01XX,Other antibacterials in ATC,J01XX11,tedizolid,9
C2745274,IN,tafamidis,N07XX08,tafamidis,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07X,OTHER NERVOUS SYSTEM DRUGS in ATC,N07XX,Other nervous system drugs in ATC,N07XX08,tafamidis,1
C2746063,IN,imetelstat,L01XX80,imetelstat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XX,Other antineoplastic agents in ATC,L01XX80,imetelstat,4
C2746078,IN,linagliptin,A10BH05,linagliptin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,A10BH05,linagliptin,6
C2756957,PIN,"lymphocyte immune globulin, anti-thymocyte globulin, equine",L04AA03,antilymphocyte immunoglobulin (horse),L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,L04AA03,antilymphocyte immunoglobulin (horse),32
C2825327,PIN,aceneuramic acid,M09AX05,aceneuramic acid,M,MUSCULO-SKELETAL SYSTEM DRUGS,M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09AX,Other drugs for disorders of the musculo-skeletal system in ATC,M09AX05,aceneuramic acid,1
C2825616,IN,esketamine,N01AX14,esketamine,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AX,Other general anesthetics in ATC,N01AX14,esketamine,1664
C2825616,IN,esketamine,N06AX27,esketamine,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants in ATC,N06AX27,esketamine,1664
C2827093,IN,butylscopolamine,A03BB01,butylscopolamine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES CONTAINING DRUGS, PLAIN FOR FUNCTIONAL GASTROINTESTINAL DISORDERS",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds for functional gastrointestinal disorders",A03BB01,butylscopolamine,1
C2827241,IN,lomitapide,C10AX12,lomitapide,C,CARDIOVASCULAR SYSTEM DRUGS,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents in ATC,C10AX12,lomitapide,13
C2828290,IN,delafloxacin,J01MA23,delafloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,"Fluoroquinolone antibacterials, systemic",J01MA23,delafloxacin,3
C2828299,,,P01BE05,artenimol,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain",P01BE05,artenimol,379
C2830183,IN,cabazitaxel,L01CD04,cabazitaxel,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01C,"PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS",L01CD,"Taxanes, antineoplastic",L01CD04,cabazitaxel,2
C2919267,IN,velaglucerase alfa,A16AB10,velaglucerase alfa,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM,A16AB10,velaglucerase alfa,16
C2930041,MIN,ampicillin / sulbactam,J01CR04,sultamicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR04,sultamicillin,42
C2930696,IN,tofacitinib,L04AF01,tofacitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AF,Janus-associated kinase (JAK) inhibitors (L04AF),L04AF01,tofacitinib,57
C2930764,,,M09AX03,ataluren,M,MUSCULO-SKELETAL SYSTEM DRUGS,M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09AX,Other drugs for disorders of the musculo-skeletal system in ATC,M09AX03,ataluren,19
C2930789,IN,nintedanib,L01EX09,nintedanib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX09,nintedanib,9
C2931926,IN,ruxolitinib,D11AH09,ruxolitinib,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11AH,"Agents for dermatitis, excluding corticosteroids",D11AH09,ruxolitinib,95
C2931926,IN,ruxolitinib,L01EJ01,ruxolitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EJ,Janus-associated kinase (JAK) inhibitors (L01EJ),L01EJ01,ruxolitinib,95
C2931958,,,J05AH04,laninamivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,"Neuraminidase inhibitors, direct acting antivirals",J05AH04,laninamivir,40
C2932035,,,C01CX10,omecamtiv mecarbil,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants in ATC,C01CX10,omecamtiv mecarbil,1
C2932486,,,L01XH06,tucidinostat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XH,Histone deacetylase (HDAC) inhibitors,L01XH06,tucidinostat,4
C2934004,IN,fosdenopterin,A16AX19,fosdenopterin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AX,Various alimentary tract and metabolism products,A16AX19,fosdenopterin,3
C2934193,IN,olodaterol,R03AC19,olodaterol,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonist inhalants,R03AC19,olodaterol,1
C2934701,IN,ponesimod,L04AE04,ponesimod,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04AE04,ponesimod,2
C2935131,,,L01XH07,resminostat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XH,Histone deacetylase (HDAC) inhibitors,L01XH07,resminostat,1
C2935436,PIN,ado-trastuzumab emtansine,L01FD03,trastuzumab emtansine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,L01FD03,trastuzumab emtansine,3
C2936870,IN,cariprazine,N05AX15,cariprazine,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AX,Other antipsychotics in ATC,N05AX15,cariprazine,5
C2973446,IN,brentuximab vedotin,L01FX05,brentuximab vedotin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates in ATC,L01FX05,brentuximab vedotin,57
C2973895,IN,lixisenatide,A10BJ03,lixisenatide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,A10BJ03,lixisenatide,2
C2974289,IN,crizotinib,L01ED01,crizotinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,L01ED01,crizotinib,66
C2974521,IN,vorapaxar,B01AC26,vorapaxar,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,B01AC26,vorapaxar,1
C2974540,IN,canagliflozin,A10BK02,canagliflozin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A10BK02,canagliflozin,5
C2975395,,,L01XX78,navitoclax,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XX,Other antineoplastic agents in ATC,L01XX78,navitoclax,3
C2975435,IN,edoxaban,B01AF03,edoxaban,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,B01AF03,edoxaban,17
C2976303,IN,sofosbuvir,J05AP08,sofosbuvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,J05AP08,sofosbuvir,154
C2980074,IN,selumetinib,L01EE04,selumetinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EE,Mitogen-activated protein kinase (MEK) inhibitors,L01EE04,selumetinib,45
C2980091,IN,quizartinib,L01EX11,quizartinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX11,quizartinib,2
C2980094,IN,regorafenib,L01EX05,regorafenib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX05,regorafenib,27
C2981308,,,A10BH08,teneligliptin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,A10BH08,teneligliptin,2
C2981360,IN,lebrikizumab,D11AH10,lebrikizumab,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11A,OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11AH,"Agents for dermatitis, excluding corticosteroids",D11AH10,lebrikizumab,8
C2982078,IN,benralizumab,R03DX10,benralizumab,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03DX,Other systemic drugs for obstructive airway diseases in ATC,R03DX10,benralizumab,24
C2983812,IN,mirabegron,G04BD12,mirabegron,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,G04BD12,mirabegron,21
C2983838,IN,omadacycline,J01AA15,omadacycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,Tetracycline antibiotics,J01AA,Tetracyclines,J01AA15,omadacycline,2
C2983945,IN,ozenoxacin,D06AX14,ozenoxacin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use in ATC,D06AX14,ozenoxacin,10
C2986924,IN,lenvatinib,L01EX08,lenvatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX08,lenvatinib,69
C2987417,IN,ponatinib,L01EA05,ponatinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EA,BCR-ABL tyrosine kinase inhibitors,L01EA05,ponatinib,13
C2987429,IN,teprotumumab,L04AG13,teprotumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,L04AG13,teprotumumab,1
C2987430,IN,dacomitinib,L01EB07,dacomitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,L01EB07,dacomitinib,2
