cui,rxnorm_name,atc_code,ladder
C1872109,certolizumab pegol,L04AB05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AB Tumor necrosis factor alpha (TNF-alpha) inhibitors
L04AB05 certolizumab pegol"
C1872203,pasireotide,H01CB05,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H01 PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01C HYPOTHALAMIC HORMONES
H01CB Somatostatin and analogues
H01CB05 pasireotide"
C1873633,lisdexamfetamine,N06BA12,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS
N06BA Centrally acting sympathomimetics
N06BA12 lisdexamfetamine"
C1876200,tesamorelin,H01AC06,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H01 PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01A ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES
H01AC Somatropin and somatropin agonists
H01AC06 tesamorelin"
C1876229,telaprevir,J05AP02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AP Antivirals for treatment of HCV infections
J05AP02 telaprevir"
C1880288,desvenlafaxine,N06AX23,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AX Other antidepressants in ATC
N06AX23 desvenlafaxine"
C1882138,ocrelizumab,L04AG08,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AG Monoclonal antibodies
L04AG08 ocrelizumab"
C1948374,fluticasone furoate,R01AD12,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AD Corticosteroid nasal preparations for topical use
R01AD12 fluticasone furoate"
C1948374,fluticasone furoate,R03BA09,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03B OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC
R03BA Glucocorticoid inhalants for obstructive airway disease
R03BA09 fluticasone furoate"
C1955474,plerixafor,L03AX16,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03 IMMUNOSTIMULANTS
L03A IMMUNOSTIMULANTS
L03AX Other immunostimulants in ATC
L03AX16 plerixafor"
C1955479,,S01XA33,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01X OTHER OPHTHALMOLOGICALS IN ATC
S01XA Other ophthalmologicals in ATC
S01XA33 diquafosol"
C1956280,luliconazole,D01AC18,"D DERMATOLOGICALS
D01 ANTIFUNGALS FOR DERMATOLOGICAL USE
D01A ANTIFUNGALS FOR TOPICAL USE
D01AC Imidazole and triazole derivatives, topical antifungals
D01AC18 luliconazole"
C1958126,alogliptin,A10BH04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BH Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering
A10BH04 alogliptin"
C1958300,,L01XK05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XK Poly (ADP-ribose) polymerase (PARP) inhibitors
L01XK05 veliparib"
C1960121,sinecatechins,D06BB12,"D DERMATOLOGICALS
D06 ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
D06B CHEMOTHERAPEUTICS FOR TOPICAL USE
D06BB Antivirals, topical
D06BB12 sinecatechins"
C1961852,somatorelin,V04CD05,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CD pituitary function test diagnostic agents
V04CD05 somatorelin"
C1998098,panobinostat,L01XH03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XH Histone deacetylase (HDAC) inhibitors
L01XH03 panobinostat"
C1999375,ticagrelor,B01AC24,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AC Platelet aggregation inhibitors excl. heparin
B01AC24 ticagrelor"
C2000088,asenapine,N05AH05,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05A ANTIPSYCHOTICS
N05AH Diazepines, oxazepines, thiazepines and oxepines antipsychotic drugs
N05AH05 asenapine"
C2000145,selexipag,B01AC27,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AC Platelet aggregation inhibitors excl. heparin
B01AC27 selexipag"
C2000261,linaclotide,A06AX04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AX Other drugs for constipation in ATC
A06AX04 linaclotide"
C2001271,tapentadol,N02AX06,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02A OPIOID ANALGESICS
N02AX Other opioids in ATC
N02AX06 tapentadol"
C2001525,ceftaroline fosamil,J01DI02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DI Other cephalosporins and penems in ATC
J01DI02 ceftaroline fosamil"
C2001572,,C01BG11,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01B ANTIARRHYTHMICS, CLASS I AND III
C01BG Other antiarrhythmics, class I and III in ATC
C01BG11 vernakalant"
C2001856,carfilzomib,L01XG02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XG Proteasome inhibitors, antineoplastic agent
L01XG02 carfilzomib"
C2003424,lurasidone,N05AE05,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05A ANTIPSYCHOTICS
N05AE Indole derivatives, antipsychotic
N05AE05 lurasidone"
C2316164,olaparib,L01XK01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XK Poly (ADP-ribose) polymerase (PARP) inhibitors
L01XK01 olaparib"
C2343589,rilonacept,L04AC04,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AC Interleukin inhibitors
L04AC04 rilonacept"
C2343853,fesoterodine,G04BD11,"G GENITO URINARY SYSTEM AND SEX HORMONES
G04 UROLOGICALS
G04B UROLOGICALS
G04BD Drugs for urinary frequency and incontinence
G04BD11 fesoterodine"
C2346801,daratumumab,L01FC01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FC CD38 (Clusters of Differentiation 38) inhibitors
L01FC01 daratumumab"
C2346819,,N02BG12,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02B OTHER ANALGESICS AND ANTIPYRETICS in ATC
N02BG Other analgesics and antipyretics in ATC
N02BG12 tanezumab"
C2346970,bazedoxifene,G03XC02,"G GENITO URINARY SYSTEM AND SEX HORMONES
G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03X OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM in ATC
G03XC Selective estrogen receptor modulators
G03XC02 bazedoxifene"
C2347624,pomalidomide,L04AX06,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AX Other immunosuppressants in ATC
L04AX06 pomalidomide"
C2348241,alcaftadine,S01GX11,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01G DECONGESTANTS AND ANTIALLERGICS
S01GX Other antiallergics in ATC
S01GX11 alcaftadine"
C2348248,dexlansoprazole,A02BC06,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A02 DRUGS FOR ACID RELATED DISORDERS
A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BC Proton pump inhibitors for peptic ulcer and GORD
A02BC06 dexlansoprazole"
C2350866,eribulin,L01XX41,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX41 eribulin"
C2350948,lorcaserin,A08AA11,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A08 ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08A ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08AA Centrally acting antiobesity products
A08AA11 lorcaserin"
C2351038,tremelimumab,L01FX20,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FX Other monoclonal antibodies and antibody drug conjugates in ATC
L01FX20 tremelimumab"
C2351042,besifloxacin,S01AE08,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01A ANTIINFECTIVE OPHTHALMOLOGICS
S01AE Fluoroquinolone antiinfectives, ophthalmologic
S01AE08 besifloxacin"
C2351398,,L01EX06,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EX Other protein kinase inhibitors in ATC
L01EX06 masitinib"
C2353893,golimumab,L04AB06,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AB Tumor necrosis factor alpha (TNF-alpha) inhibitors
L04AB06 golimumab"
C2353951,dapagliflozin,A10BK01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BK Sodium-glucose co-transporter 2 (SGLT2) inhibitors
A10BK01 dapagliflozin"
C2364481,romiplostim,B02BX04,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B02 ANTIHEMORRHAGICS
B02B VITAMIN K AND OTHER HEMOSTATICS
B02BX Other systemic hemostatics in ATC
B02BX04 romiplostim"
C2366367,C1 esterase inhibitor (human),B06AC01,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B06 OTHER HEMATOLOGICAL AGENTS in ATC
B06A OTHER HEMATOLOGICAL AGENTS in ATC
B06AC Drugs used in hereditary angioedema
B06AC01 c1-inhibitor, plasma derived"
C2587184,"fibrinogen, human",B02BB01,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B02 ANTIHEMORRHAGICS
B02B VITAMIN K AND OTHER HEMOSTATICS
B02BB Fibrinogen containing hemostatics
B02BB01 fibrinogen, human"
C2587204,thyrotropin alfa,H01AB01,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H01 PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01A ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES
H01AB Thyrotropin Class in ATC
H01AB01 thyrotropin alfa"
C2603873,,L03AB12,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03 IMMUNOSTIMULANTS
L03A IMMUNOSTIMULANTS
L03AB Interferons
L03AB12 albinterferon alfa-2b"
C2604598,triheptanoin,A16AX17,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AX Various alimentary tract and metabolism products
A16AX17 triheptanoin"
C2604635,mipomersen,C10AX11,"C CARDIOVASCULAR SYSTEM DRUGS
C10 LIPID MODIFYING AGENTS
C10A LIPID MODIFYING AGENTS, PLAIN
C10AX Other lipid modifying agents in ATC
C10AX11 mipomersen"
C2605855,simeprevir,J05AP05,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AP Antivirals for treatment of HCV infections
J05AP05 simeprevir"
C2606556,macitentan,C02KX04,"C CARDIOVASCULAR SYSTEM DRUGS
C02 ANTIHYPERTENSIVES
C02K OTHER ANTIHYPERTENSIVES in ATC
C02KX Antihypertensives for pulmonary arterial hypertension
C02KX04 macitentan"
C2606637,elvitegravir,J05AJ02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AJ Integrase Inhibitors, antiinfectives for systematic use
J05AJ02 elvitegravir"
C2607479,albiglutide,A10BJ04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BJ Glucagon-like peptide-1 (GLP-1) analogues
A10BJ04 albiglutide"
C2697961,trametinib,L01EE01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EE Mitogen-activated protein kinase (MEK) inhibitors
L01EE01 trametinib"
C2698152,olaratumab,L01FX10,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FX Other monoclonal antibodies and antibody drug conjugates in ATC
L01FX10 olaratumab"
C2698220,migalastat,A16AX14,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AX Various alimentary tract and metabolism products
A16AX14 migalastat"
C2698291,azilsartan medoxomil,C09CA09,"C CARDIOVASCULAR SYSTEM DRUGS
C09 AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09C ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN
C09CA Angiotensin II receptor blockers (ARBs), plain
C09CA09 azilsartan medoxomil"
C2698692,idelalisib,L01EM01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EM Phosphatidylinositol-3-kinase (Pi3K) inhibitors
L01EM01 idelalisib"
C2698764,perampanel,N03AX22,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AX Other antiepileptics in ATC
N03AX22 perampanel"
C2699709,calaspargase pegol,L01XX86,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX86 calaspargase pegol"
C2699902,,J01DH06,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DH Carbapenems
J01DH06 tebipenem pivoxil"
C2713007,,L01EG03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EG Mammalian target of rapamycin (mTOR) kinase inhibitors (L01EG)
L01EG03 ridaforolimus"
C2713522,,G03GA09,"G GENITO URINARY SYSTEM AND SEX HORMONES
G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03G GONADOTROPINS AND OTHER OVULATION STIMULANTS
G03GA Gonadotropins
G03GA09 corifollitropin alfa"
C2713595,tecovirimat,J05AX24,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AX Other antivirals in ATC
J05AX24 tecovirimat"
C2713599,,J06BD02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J06 IMMUNE SERA AND IMMUNOGLOBULINS
J06B IMMUNOGLOBULINS
J06BD Antiviral monoclonal antibodies
J06BD02 motavizumab"
C2714632,elagolix,H01CC03,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H01 PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01C HYPOTHALAMIC HORMONES
H01CC Anti-gonadotropin-releasing hormones
H01CC03 elagolix"
C2714681,,M01AE14,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AE Propionic acid derivatives, antiinflammatory and antirheumatic products
M01AE14 dexibuprofen"
C2717021,moxetumomab pasudotox,L01FB02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FB CD22 (Clusters of Differentiation 22) inhibitors
L01FB02 moxetumomab pasudotox"
C2717174,raxibacumab,J06BC02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J06 IMMUNE SERA AND IMMUNOGLOBULINS
J06B IMMUNOGLOBULINS
J06BC Antibacterial monoclonal antibodies
J06BC02 raxibacumab"
C2717561,riociguat,C02KX05,"C CARDIOVASCULAR SYSTEM DRUGS
C02 ANTIHYPERTENSIVES
C02K OTHER ANTIHYPERTENSIVES in ATC
C02KX Antihypertensives for pulmonary arterial hypertension
C02KX05 riociguat"
C2718773,canakinumab,L04AC08,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AC Interleukin inhibitors
L04AC08 canakinumab"
C2725260,eslicarbazepine,N03AF04,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AF Carboxamide derivatives, antiepileptics
N03AF04 eslicarbazepine"
C2742502,ramucirumab,L01FG02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FG VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors
L01FG02 ramucirumab"
C2742503,obinutuzumab,L01FA03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FA CD20 (Clusters of Differentiation 20) inhibitors
L01FA03 obinutuzumab"
C2742797,vedolizumab,L04AG05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AG Monoclonal antibodies
L04AG05 vedolizumab"
C2743673,teplizumab,A10XX01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10X OTHER DRUGS USED IN DIABETES in ATC
A10XX Other drugs used in diabetes in ATC
A10XX01 teplizumab"
C2743752,,L01XH05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XH Histone deacetylase (HDAC) inhibitors
L01XH05 entinostat"
C2744440,niraparib,L01XK02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XK Poly (ADP-ribose) polymerase (PARP) inhibitors
L01XK02 niraparib"
C2744850,tedizolid,J01XX11,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01X OTHER ANTIBACTERIALS in ATC
J01XX Other antibacterials in ATC
J01XX11 tedizolid"
C2745274,tafamidis,N07XX08,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07X OTHER NERVOUS SYSTEM DRUGS in ATC
N07XX Other nervous system drugs in ATC
N07XX08 tafamidis"
C2746063,imetelstat,L01XX80,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX80 imetelstat"
C2746078,linagliptin,A10BH05,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BH Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering
A10BH05 linagliptin"
C2756957,"lymphocyte immune globulin, anti-thymocyte globulin, equine",L04AA03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AA Selective immunosuppressants
L04AA03 antilymphocyte immunoglobulin (horse)"
C2825327,aceneuramic acid,M09AX05,"M MUSCULO-SKELETAL SYSTEM DRUGS
M09 OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09AX Other drugs for disorders of the musculo-skeletal system in ATC
M09AX05 aceneuramic acid"
C2825616,esketamine,N01AX14,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01A ANESTHETICS, GENERAL
N01AX Other general anesthetics in ATC
N01AX14 esketamine"
C2825616,esketamine,N06AX27,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AX Other antidepressants in ATC
N06AX27 esketamine"
C2827093,butylscopolamine,A03BB01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03B BELLADONNA AND DERIVATIVES CONTAINING DRUGS, PLAIN FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03BB Belladonna alkaloids, semisynthetic, quaternary ammonium compounds for functional gastrointestinal disorders
A03BB01 butylscopolamine"
C2827241,lomitapide,C10AX12,"C CARDIOVASCULAR SYSTEM DRUGS
C10 LIPID MODIFYING AGENTS
C10A LIPID MODIFYING AGENTS, PLAIN
C10AX Other lipid modifying agents in ATC
C10AX12 lomitapide"
C2828290,delafloxacin,J01MA23,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01M QUINOLONE ANTIBACTERIALS
J01MA Fluoroquinolone antibacterials, systemic
J01MA23 delafloxacin"
C2828299,,P01BE05,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P01 ANTIPROTOZOALS
P01B ANTIMALARIALS
P01BE Artemisinin and derivatives, plain
P01BE05 artenimol"
C2830183,cabazitaxel,L01CD04,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS
L01CD Taxanes, antineoplastic
L01CD04 cabazitaxel"
C2919267,velaglucerase alfa,A16AB10,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AB Enzymes for ALIMENTARY TRACT AND METABOLISM
A16AB10 velaglucerase alfa"
C2930041,ampicillin / sulbactam,J01CR04,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS
J01CR Combinations of penicillins, incl. beta-lactamase inhibitors
J01CR04 sultamicillin"
C2930696,tofacitinib,L04AF01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AF Janus-associated kinase (JAK) inhibitors (L04AF)
L04AF01 tofacitinib"
C2930764,,M09AX03,"M MUSCULO-SKELETAL SYSTEM DRUGS
M09 OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09AX Other drugs for disorders of the musculo-skeletal system in ATC
M09AX03 ataluren"
C2930789,nintedanib,L01EX09,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EX Other protein kinase inhibitors in ATC
L01EX09 nintedanib"
C2931926,ruxolitinib,D11AH09,"D DERMATOLOGICALS
D11 OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11A OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11AH Agents for dermatitis, excluding corticosteroids
D11AH09 ruxolitinib"
C2931926,ruxolitinib,L01EJ01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EJ Janus-associated kinase (JAK) inhibitors (L01EJ)
L01EJ01 ruxolitinib"
C2931958,,J05AH04,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AH Neuraminidase inhibitors, direct acting antivirals
J05AH04 laninamivir"
C2932035,,C01CX10,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
C01CX Other cardiac stimulants in ATC
C01CX10 omecamtiv mecarbil"
C2932486,,L01XH06,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XH Histone deacetylase (HDAC) inhibitors
L01XH06 tucidinostat"
