L1,L2,L3,L4,atc_code,CUI
A  ALIMENTARY TRACT AND METABOLISM,A16  OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A  OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB  Enzymes,A16AB19,C4519229
R  RESPIRATORY SYSTEM,R03  DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"R03A  ADRENERGICS, INHALANTS","R03AK  Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R03AK05,C0073076
R  RESPIRATORY SYSTEM,R03  DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C  ADRENERGICS FOR SYSTEMIC USE,R03CC  Selective beta-2-adrenoreceptor agonists,R03CC14,C0073076
R  RESPIRATORY SYSTEM,R03  DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"R03A  ADRENERGICS, INHALANTS",R03AC  Selective beta-2-adrenoreceptor agonists,R03AC15,C0073076
"H  SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H05  CALCIUM HOMEOSTASIS,H05B  ANTI-PARATHYROID AGENTS,H05BX  Other anti-parathyroid agents,H05BX04,C3713906
N  NERVOUS SYSTEM,N05  PSYCHOLEPTICS,N05A  ANTIPSYCHOTICS,N05AD  Butyrophenone derivatives,N05AD07,C0005013
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01  ANTINEOPLASTIC AGENTS,L01E  PROTEIN KINASE INHIBITORS,L01EX  Other protein kinase inhibitors,L01EX11,C2980091
R  RESPIRATORY SYSTEM,R06  ANTIHISTAMINES FOR SYSTEMIC USE,R06A  ANTIHISTAMINES FOR SYSTEMIC USE,R06AE  Piperazine derivatives,R06AE06,C0134337
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01  ANTINEOPLASTIC AGENTS,L01X  OTHER ANTINEOPLASTIC AGENTS,L01XX  Other antineoplastic agents,L01XX72,C4086895
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01  ANTINEOPLASTIC AGENTS,L01A  ALKYLATING AGENTS,L01AA  Nitrogen mustard analogues,L01AA07,C0077375
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04  IMMUNOSUPPRESSANTS,L04A  IMMUNOSUPPRESSANTS,L04AC  Interleukin inhibitors,L04AC21,C4519734
C  CARDIOVASCULAR SYSTEM,C08  CALCIUM CHANNEL BLOCKERS,C08D  SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA  Phenylalkylamine derivatives,C08DA02,C0016986
D  DERMATOLOGICALS,D06  ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A  ANTIBIOTICS FOR TOPICAL USE,D06AX  Other antibiotics for topical use,D06AX14,C2983945
C  CARDIOVASCULAR SYSTEM,C01  CARDIAC THERAPY,C01C  CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA  Adrenergic and dopaminergic agents,C01CA21,C0068978
C  CARDIOVASCULAR SYSTEM,C01  CARDIAC THERAPY,C01C  CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA  Adrenergic and dopaminergic agents,C01CA23,C0068955
N  NERVOUS SYSTEM,N06  PSYCHOANALEPTICS,N06A  ANTIDEPRESSANTS,N06AA  Non-selective monoamine reuptake inhibitors,N06AA05,C0029105
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02  ENDOCRINE THERAPY,L02B  HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB  Anti-androgens,L02BB06,C4547776
A  ALIMENTARY TRACT AND METABOLISM,A06  DRUGS FOR CONSTIPATION,A06A  DRUGS FOR CONSTIPATION,A06AD  Osmotically acting laxatives,A06AD12,C0064585
A  ALIMENTARY TRACT AND METABOLISM,A03  DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A  DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX  Other drugs for functional gastrointestinal disorders,A03AX12,C0031566
C  CARDIOVASCULAR SYSTEM,C02  ANTIHYPERTENSIVES,C02L  ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LG  Hydrazinophthalazine derivatives and diuretics,C02LG01,C0012271
C  CARDIOVASCULAR SYSTEM,C02  ANTIHYPERTENSIVES,C02L  ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LG  Hydrazinophthalazine derivatives and diuretics,C02LG51,C0012271
C  CARDIOVASCULAR SYSTEM,C02  ANTIHYPERTENSIVES,"C02D  ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB  Hydrazinophthalazine derivatives,C02DB01,C0012271
J  ANTIINFECTIVES FOR SYSTEMIC USE,J04  ANTIMYCOBACTERIALS,J04A  DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK  Other drugs for treatment of tuberculosis,J04AK03,C0145184
N  NERVOUS SYSTEM,N05  PSYCHOLEPTICS,N05A  ANTIPSYCHOTICS,N05AX  Other antipsychotics,N05AX07,C0139007
D  DERMATOLOGICALS,D08  ANTISEPTICS AND DISINFECTANTS,D08A  ANTISEPTICS AND DISINFECTANTS,D08AL  Silver compounds,D08AL30,C0037125
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01  ANTINEOPLASTIC AGENTS,L01E  PROTEIN KINASE INHIBITORS,L01EX  Other protein kinase inhibitors,L01EX15,C4287804
"H  SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02  CORTICOSTEROIDS FOR SYSTEMIC USE,"H02A  CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB  Glucocorticoids,H02AB17,C0056396
N  NERVOUS SYSTEM,N05  PSYCHOLEPTICS,N05A  ANTIPSYCHOTICS,N05AL  Benzamides,N05AL03,C0040180
G  GENITO URINARY SYSTEM AND SEX HORMONES,G01  GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"G01A  ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF  Imidazole derivatives,G01AF06,C0029274
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,J01R  COMBINATIONS OF ANTIBACTERIALS,J01RA  Combinations of antibacterials,J01RA09,C0029274
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,J01X  OTHER ANTIBACTERIALS,J01XD  Imidazole derivatives,J01XD03,C0029274
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01A  AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB  Nitroimidazole derivatives,P01AB03,C0029274
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,J01R  COMBINATIONS OF ANTIBACTERIALS,J01RA  Combinations of antibacterials,J01RA05,C0029274
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,J01R  COMBINATIONS OF ANTIBACTERIALS,J01RA  Combinations of antibacterials,J01RA15,C0029274
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,J01R  COMBINATIONS OF ANTIBACTERIALS,J01RA  Combinations of antibacterials,J01RA12,C0029274
A  ALIMENTARY TRACT AND METABOLISM,A03  DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A  DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX  Other drugs for functional gastrointestinal disorders,A03AX05,C0060182
N  NERVOUS SYSTEM,N07  OTHER NERVOUS SYSTEM DRUGS,N07X  OTHER NERVOUS SYSTEM DRUGS,N07XX  Other nervous system drugs,N07XX01,C0245179
J  ANTIINFECTIVES FOR SYSTEMIC USE,J02  ANTIMYCOTICS FOR SYSTEMIC USE,J02A  ANTIMYCOTICS FOR SYSTEMIC USE,J02AC  Triazole and tetrazole derivatives,J02AC06,C4519300
R  RESPIRATORY SYSTEM,R01  NASAL PREPARATIONS,R01A  DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"R01AA  Sympathomimetics, plain",R01AA09,C0076890
V  VARIOUS,V04  DIAGNOSTIC AGENTS,V04C  OTHER DIAGNOSTIC AGENTS,V04CD  Tests for pituitary function,V04CD06,C2986922
N  NERVOUS SYSTEM,N06  PSYCHOANALEPTICS,"N06B  PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BX  Other psychostimulants and nootropics,N06BX02,C0034295
D  DERMATOLOGICALS,D03  PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03A  CICATRIZANTS,D03AX  Other cicatrizants,D03AX10,C0017986
A  ALIMENTARY TRACT AND METABOLISM,A03  DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A  DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC  Synthetic antispasmodics, amides with tertiary amines",A03AC05,C0076723
D  DERMATOLOGICALS,D10  ANTI-ACNE PREPARATIONS,D10A  ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF  Antiinfectives for treatment of acne,D10AF04,C0065841
C  CARDIOVASCULAR SYSTEM,C05  VASOPROTECTIVES,C05C  CAPILLARY STABILIZING AGENTS,C05CA  Bioflavonoids,C05CA04,C0077410
C  CARDIOVASCULAR SYSTEM,C05  VASOPROTECTIVES,C05C  CAPILLARY STABILIZING AGENTS,C05CA  Bioflavonoids,C05CA54,C0077410
B  BLOOD AND BLOOD FORMING ORGANS,B02  ANTIHEMORRHAGICS,B02B  VITAMIN K AND OTHER HEMOSTATICS,B02BX  Other systemic hemostatics,B02BX07,C4309207
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01B  ANTIMALARIALS,"P01BF  Artemisinin and derivatives, combinations",P01BF08,C0052430
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01B  ANTIMALARIALS,"P01BF  Artemisinin and derivatives, combinations",P01BF07,C0052430
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01B  ANTIMALARIALS,"P01BE  Artemisinin and derivatives, plain",P01BE01,C0052430
B  BLOOD AND BLOOD FORMING ORGANS,B01  ANTITHROMBOTIC AGENTS,B01A  ANTITHROMBOTIC AGENTS,B01AA  Vitamin K antagonists,B01AA12,C0117899
J  ANTIINFECTIVES FOR SYSTEMIC USE,J06  IMMUNE SERA AND IMMUNOGLOBULINS,J06B  IMMUNOGLOBULINS,J06BC  Antibacterial monoclonal antibodies,J06BC03,C4291320
A  ALIMENTARY TRACT AND METABOLISM,A12  MINERAL SUPPLEMENTS,A12A  CALCIUM,A12AA  Calcium,A12AA02,C0061347
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03  IMMUNOSTIMULANTS,L03A  IMMUNOSTIMULANTS,L03AA  Colony stimulating factors,L03AA10,C0218640
B  BLOOD AND BLOOD FORMING ORGANS,B02  ANTIHEMORRHAGICS,B02B  VITAMIN K AND OTHER HEMOSTATICS,B02BD  Blood coagulation factors,B02BD03,C0982025
J  ANTIINFECTIVES FOR SYSTEMIC USE,J05  ANTIVIRALS FOR SYSTEMIC USE,J05A  DIRECT ACTING ANTIVIRALS,J05AX  Other antivirals,J05AX05,C0022230
A  ALIMENTARY TRACT AND METABOLISM,A06  DRUGS FOR CONSTIPATION,A06A  DRUGS FOR CONSTIPATION,A06AG  Enemas,A06AG11,C0982390
D  DERMATOLOGICALS,"D07  CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A  CORTICOSTEROIDS, PLAIN","D07AB  Corticosteroids, moderately potent (group II)",D07AB01,C0360518
S  SENSORY ORGANS,S01  OPHTHALMOLOGICALS,S01C  ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA  Corticosteroids and antiinfectives in combination,S01CA11,C0360518
S  SENSORY ORGANS,S01  OPHTHALMOLOGICALS,S01B  ANTIINFLAMMATORY AGENTS,"S01BA  Corticosteroids, plain",S01BA09,C0360518
M  MUSCULO-SKELETAL SYSTEM,M09  OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A  OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09AX  Other drugs for disorders of the musculo-skeletal system,M09AX07,C4301236
C  CARDIOVASCULAR SYSTEM,C09  AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"C09B  ACE INHIBITORS, COMBINATIONS",C09BA  ACE inhibitors and diuretics,C09BA15,C0078836
C  CARDIOVASCULAR SYSTEM,C09  AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"C09A  ACE INHIBITORS, PLAIN","C09AA  ACE inhibitors, plain",C09AA15,C0078836
S  SENSORY ORGANS,S01  OPHTHALMOLOGICALS,S01X  OTHER OPHTHALMOLOGICALS,S01XA  Other ophthalmologicals,S01XA11,C0027368
A  ALIMENTARY TRACT AND METABOLISM,A14  ANABOLIC AGENTS FOR SYSTEMIC USE,A14A  ANABOLIC STEROIDS,A14AB  Estren derivatives,A14AB01,C0027368
A  ALIMENTARY TRACT AND METABOLISM,A06  DRUGS FOR CONSTIPATION,A06A  DRUGS FOR CONSTIPATION,A06AX  Other drugs for constipation,A06AX07,C3711911
A  ALIMENTARY TRACT AND METABOLISM,A11  VITAMINS,A11H  OTHER PLAIN VITAMIN PREPARATIONS,A11HA  Other plain vitamin preparations,A11HA07,C0021547
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,"J01F  MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA  Macrolides,J01FA08,C0041165
N  NERVOUS SYSTEM,N05  PSYCHOLEPTICS,N05C  HYPNOTICS AND SEDATIVES,N05CM  Other hypnotics and sedatives,N05CM09,C0795674
A  ALIMENTARY TRACT AND METABOLISM,"A09  DIGESTIVES, INCL. ENZYMES","A09A  DIGESTIVES, INCL. ENZYMES","A09AC  Enzyme and acid preparations, combinations",A09AC01,C0030909
A  ALIMENTARY TRACT AND METABOLISM,"A09  DIGESTIVES, INCL. ENZYMES","A09A  DIGESTIVES, INCL. ENZYMES",A09AA  Enzyme preparations,A09AA03,C0030909
L  ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03  IMMUNOSTIMULANTS,L03A  IMMUNOSTIMULANTS,L03AA  Colony stimulating factors,L03AA14,C3640212
A  ALIMENTARY TRACT AND METABOLISM,A05  BILE AND LIVER THERAPY,"A05B  LIVER THERAPY, LIPOTROPICS",A05BA  Liver therapy,A05BA01,C0377223
A  ALIMENTARY TRACT AND METABOLISM,A02  DRUGS FOR ACID RELATED DISORDERS,A02B  DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX  Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX12,C0053791
R  RESPIRATORY SYSTEM,R05  COUGH AND COLD PREPARATIONS,"R05D  COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB  Other cough suppressants,R05DB07,C0069787
B  BLOOD AND BLOOD FORMING ORGANS,B05  BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C  IRRIGATING SOLUTIONS,B05CA  Antiinfectives,B05CA06,C0065636
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,J01X  OTHER ANTIBACTERIALS,J01XX  Other antibacterials,J01XX06,C0065636
N  NERVOUS SYSTEM,N06  PSYCHOANALEPTICS,N06A  ANTIDEPRESSANTS,N06AX  Other antidepressants,N06AX13,C0065858
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01A  AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AA  Hydroxyquinoline derivatives,P01AA30,C0618388
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01A  AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AA  Hydroxyquinoline derivatives,P01AA05,C0618388
N  NERVOUS SYSTEM,N06  PSYCHOANALEPTICS,N06A  ANTIDEPRESSANTS,N06AA  Non-selective monoamine reuptake inhibitors,N06AA08,C0012030
C  CARDIOVASCULAR SYSTEM,C01  CARDIAC THERAPY,C01D  VASODILATORS USED IN CARDIAC DISEASES,C01DB  Quinolone vasodilators,C01DB01,C0060470
A  ALIMENTARY TRACT AND METABOLISM,A12  MINERAL SUPPLEMENTS,A12A  CALCIUM,A12AA  Calcium,A12AA05,C0108121
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P03  ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","P03A  ECTOPARASITICIDES, INCL. SCABICIDES",P03AA  Sulfur containing products,P03AA05,C0039962
N  NERVOUS SYSTEM,N06  PSYCHOANALEPTICS,N06A  ANTIDEPRESSANTS,N06AA  Non-selective monoamine reuptake inhibitors,N06AA23,C0072896
G  GENITO URINARY SYSTEM AND SEX HORMONES,G01  GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"G01A  ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AE  Sulfonamides,G01AE10,C0070975
A  ALIMENTARY TRACT AND METABOLISM,"A07  ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A  INTESTINAL ANTIINFECTIVES,A07AB  Sulfonamides,A07AB02,C0070975
A  ALIMENTARY TRACT AND METABOLISM,A02  DRUGS FOR ACID RELATED DISORDERS,A02A  ANTACIDS,A02AA  Magnesium compounds,A02AA05,C0851342
N  NERVOUS SYSTEM,N05  PSYCHOLEPTICS,N05C  HYPNOTICS AND SEDATIVES,"N05CA  Barbiturates, plain",N05CA22,C0288495
N  NERVOUS SYSTEM,N05  PSYCHOLEPTICS,N05A  ANTIPSYCHOTICS,"N05AH  Diazepines, oxazepines, thiazepines and oxepines",N05AH06,C0009071
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01A  AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AC  Dichloroacetamide derivatives,P01AC03,C0059867
N  NERVOUS SYSTEM,N01  ANESTHETICS,"N01B  ANESTHETICS, LOCAL",N01BX  Other local anesthetics,N01BX01,C0015058
J  ANTIINFECTIVES FOR SYSTEMIC USE,J05  ANTIVIRALS FOR SYSTEMIC USE,J05A  DIRECT ACTING ANTIVIRALS,J05AX  Other antivirals,J05AX02,C3541379
D  DERMATOLOGICALS,D06  ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B  CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BB  Antivirals,D06BB07,C3541379
C  CARDIOVASCULAR SYSTEM,C01  CARDIAC THERAPY,C01D  VASODILATORS USED IN CARDIAC DISEASES,C01DX  Other vasodilators used in cardiac diseases,C01DX06,C0019471
R  RESPIRATORY SYSTEM,R02  THROAT PREPARATIONS,R02A  THROAT PREPARATIONS,R02AA  Antiseptics,R02AA03,C0057846
S  SENSORY ORGANS,S01  OPHTHALMOLOGICALS,S01A  ANTIINFECTIVES,S01AA  Antibiotics,S01AA29,C0012024
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,J01G  AMINOGLYCOSIDE ANTIBACTERIALS,J01GB  Other aminoglycosides,J01GB09,C0012024
R  RESPIRATORY SYSTEM,R05  COUGH AND COLD PREPARATIONS,"R05C  EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CA  Expectorants,R05CA08,C0010303
N  NERVOUS SYSTEM,N05  PSYCHOLEPTICS,N05A  ANTIPSYCHOTICS,N05AL  Benzamides,N05AL02,C0075630
S  SENSORY ORGANS,S01  OPHTHALMOLOGICALS,S01A  ANTIINFECTIVES,S01AA  Antibiotics,S01AA22,C0066520
C  CARDIOVASCULAR SYSTEM,C01  CARDIAC THERAPY,C01D  VASODILATORS USED IN CARDIAC DISEASES,C01DX  Other vasodilators used in cardiac diseases,C01DX05,C0008593
D  DERMATOLOGICALS,D03  PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03B  ENZYMES,D03BA  Proteolytic enzymes,D03BA03,C0006217
M  MUSCULO-SKELETAL SYSTEM,M09  OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A  OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09AB  Enzymes,M09AB03,C0006217
M  MUSCULO-SKELETAL SYSTEM,M01  ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A  ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB  Acetic acid derivatives and related substances,M01AB07,C0054219
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,"J01F  MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA  Macrolides,J01FA11,C0026202
J  ANTIINFECTIVES FOR SYSTEMIC USE,J05  ANTIVIRALS FOR SYSTEMIC USE,J05A  DIRECT ACTING ANTIVIRALS,J05AC  Cyclic amines,J05AC03,C0077379
D  DERMATOLOGICALS,D06  ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B  CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BB  Antivirals,D06BB02,C0077379
R  RESPIRATORY SYSTEM,R06  ANTIHISTAMINES FOR SYSTEMIC USE,R06A  ANTIHISTAMINES FOR SYSTEMIC USE,R06AX  Other antihistamines for systemic use,R06AX23,C0071069
R  RESPIRATORY SYSTEM,R05  COUGH AND COLD PREPARATIONS,"R05C  EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CA  Expectorants,R05CA04,C0022046
V  VARIOUS,V03  ALL OTHER THERAPEUTIC PRODUCTS,V03A  ALL OTHER THERAPEUTIC PRODUCTS,V03AB  Antidotes,V03AB01,C0022046
M  MUSCULO-SKELETAL SYSTEM,M03  MUSCLE RELAXANTS,"M03A  MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC  Other quaternary ammonium compounds,M03AC04,C0004234
S  SENSORY ORGANS,S01  OPHTHALMOLOGICALS,S01A  ANTIINFECTIVES,S01AX  Other antiinfectives,S01AX15,C0072159
D  DERMATOLOGICALS,D08  ANTISEPTICS AND DISINFECTANTS,D08A  ANTISEPTICS AND DISINFECTANTS,D08AC  Biguanides and amidines,D08AC03,C0072159
"P  ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01  ANTIPROTOZOALS,P01A  AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AA  Hydroxyquinoline derivatives,P01AA04,C0008292
R  RESPIRATORY SYSTEM,R02  THROAT PREPARATIONS,R02A  THROAT PREPARATIONS,R02AA  Antiseptics,R02AA11,C0008292
G  GENITO URINARY SYSTEM AND SEX HORMONES,G01  GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"G01A  ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AC  Quinoline derivatives,G01AC03,C0008292
D  DERMATOLOGICALS,D08  ANTISEPTICS AND DISINFECTANTS,D08A  ANTISEPTICS AND DISINFECTANTS,D08AH  Quinoline derivatives,D08AH02,C0008292
A  ALIMENTARY TRACT AND METABOLISM,A02  DRUGS FOR ACID RELATED DISORDERS,A02A  ANTACIDS,"A02AD  Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD04,C0063105
N  NERVOUS SYSTEM,N01  ANESTHETICS,"N01A  ANESTHETICS, GENERAL",N01AB  Halogenated hydrocarbons,N01AB05,C0040905
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,"J01C  BETA-LACTAM ANTIBACTERIALS, PENICILLINS","J01CR  Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR50,C0070557
J  ANTIINFECTIVES FOR SYSTEMIC USE,J01  ANTIBACTERIALS FOR SYSTEMIC USE,"J01C  BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CE  Beta-lactamase sensitive penicillins,J01CE05,C0070557
C  CARDIOVASCULAR SYSTEM,C04  PERIPHERAL VASODILATORS,C04A  PERIPHERAL VASODILATORS,C04AE  Ergot alkaloids,C04AE54,C0012289
C  CARDIOVASCULAR SYSTEM,C04  PERIPHERAL VASODILATORS,C04A  PERIPHERAL VASODILATORS,C04AE  Ergot alkaloids,C04AE04,C0012289
M  MUSCULO-SKELETAL SYSTEM,M01  ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A  ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB  Acetic acid derivatives and related substances,M01AB17,C0006351
M  MUSCULO-SKELETAL SYSTEM,M02  TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A  TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"M02AA  Antiinflammatory preparations, non-steroids for topical use",M02AA09,C0006351
B  BLOOD AND BLOOD FORMING ORGANS,B02  ANTIHEMORRHAGICS,B02B  VITAMIN K AND OTHER HEMOSTATICS,B02BC  Local hemostatics,B02BC08,C0108092
B  BLOOD AND BLOOD FORMING ORGANS,B03  ANTIANEMIC PREPARATIONS,B03A  IRON PREPARATIONS,"B03AB  Iron trivalent, oral preparations",B03AB03,C0357084
N  NERVOUS SYSTEM,N06  PSYCHOANALEPTICS,N06C  PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,N06CA  Antidepressants in combination with psycholeptics,N06CA02,C1377670
N  NERVOUS SYSTEM,N06  PSYCHOANALEPTICS,N06A  ANTIDEPRESSANTS,N06AA  Non-selective monoamine reuptake inhibitors,N06AA14,C1377670
R  RESPIRATORY SYSTEM,R07  OTHER RESPIRATORY SYSTEM PRODUCTS,R07A  OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB  Respiratory stimulants,R07AB53,C0030903
R  RESPIRATORY SYSTEM,R07  OTHER RESPIRATORY SYSTEM PRODUCTS,R07A  OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB  Respiratory stimulants,R07AB03,C0030903
D  DERMATOLOGICALS,D06  ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B  CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BB  Antivirals,D06BB09,C0115510
D  DERMATOLOGICALS,D08  ANTISEPTICS AND DISINFECTANTS,D08A  ANTISEPTICS AND DISINFECTANTS,D08AE  Phenol and derivatives,D08AE02,C0137757
G  GENITO URINARY SYSTEM AND SEX HORMONES,G01  GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"G01A  ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AX  Other antiinfectives and antiseptics,G01AX03,C0137757
